doc_name,thread_name,thread_url,dominant_topic,topic_gamma,displacement,fuel_type,year,mileage_km,mileage_bucket,engine_group,technical_bucket,chronic_score,n_messages,gamma_vector
doc_00966,Golf 7 Su seviyesi degisimi,https://www.golftutkusu.com/topic/27011-golf-7-su-seviyesi-degisimi,19,0.9623401698367463,NA,unknown,NA,NA,unknown,unknown,high,1,13,"[0.004498, 0.000717, 0.001147, 0.001757, 0.009662, 0.002060, 0.001998, 0.001458, 0.003717, 0.000661, 0.000853, 0.001491, 0.001516, 0.002890, 0.000549, 0.000262, 0.000607, 0.001765, 0.962340, 0.000052]"
doc_00967,Golf 7 Surucu Tarafi Cam Acma Dugme Seti Nasil Degisir Acaba ?,https://www.golftutkusu.com/topic/17837-golf-7-surucu-tarafi-cam-acma-dugme-seti-nasil-degisir-acaba,18,0.6496301623611842,NA,unknown,2020,NA,unknown,unknown,low,0,4,"[0.002437, 0.001430, 0.290602, 0.003509, 0.005968, 0.003209, 0.003237, 0.001962, 0.004402, 0.001391, 0.003658, 0.002027, 0.004764, 0.004067, 0.004083, 0.007400, 0.003282, 0.649630, 0.002749, 0.000194]"
doc_00968,Golf 7 TDI 1500-1900 devir arasi duzensizlik,https://www.golftutkusu.com/topic/21512-golf-7-tdi-1500-1900-devir-arasi-duzensizlik,18,0.4893047005003673,NA,unknown,NA,150000,150-180k,unknown,medium,0,3,"[0.001749, 0.000226, 0.003673, 0.002163, 0.006416, 0.212833, 0.004628, 0.001975, 0.006453, 0.002097, 0.007111, 0.177679, 0.002745, 0.057130, 0.009216, 0.007342, 0.000665, 0.489305, 0.005494, 0.001101]"
doc_00969,Golf 7 TDI Motordan Gelen ses,https://www.golftutkusu.com/topic/14605-golf-7-tdi-motordan-gelen-ses,5,0.6310551061731757,NA,unknown,NA,NA,unknown,unknown,high,0,10,"[0.004949, 0.001958, 0.081751, 0.005742, 0.631055, 0.009192, 0.005037, 0.007155, 0.007540, 0.002778, 0.006530, 0.008945, 0.004655, 0.008705, 0.004050, 0.184799, 0.007896, 0.011407, 0.002696, 0.003162]"
doc_00970,Golf 7 TDI Saga Donerken Sadece Gaz Verince Gelen Sikirti Sesi,https://www.golftutkusu.com/topic/26105-golf-7-tdi-saga-donerken-sadece-gaz-verince-gelen-sikirti-sesi,5,0.5575599689405848,NA,unknown,NA,NA,unknown,unknown,high,0,6,"[0.008757, 0.003309, 0.004452, 0.005080, 0.557560, 0.102091, 0.101425, 0.003970, 0.165694, 0.002960, 0.006950, 0.003522, 0.003009, 0.009075, 0.003603, 0.003024, 0.005437, 0.006268, 0.003432, 0.000382]"
doc_00971,Golf 7 Torpido Isigi Yanmama Sorunu,https://www.golftutkusu.com/topic/24293-golf-7-torpido-isigi-yanmama-sorunu,10,0.5064022413178633,NA,unknown,2013,NA,unknown,unknown,medium,1,5,"[0.002168, 0.001271, 0.001089, 0.004090, 0.008925, 0.002419, 0.002403, 0.001290, 0.005071, 0.506402, 0.000826, 0.447534, 0.001657, 0.003170, 0.000982, 0.001860, 0.002139, 0.002830, 0.003774, 0.000100]"
doc_00972,Golf 7 Torpido gozu mekanizma,https://www.golftutkusu.com/topic/19650-golf-7-torpido-gozu-mekanizma,1,0.9418046770712027,NA,unknown,NA,NA,unknown,unknown,low,0,12,"[0.941805, 0.000871, 0.003730, 0.002996, 0.018388, 0.002630, 0.001272, 0.002609, 0.003266, 0.001307, 0.003121, 0.002274, 0.001506, 0.003571, 0.001289, 0.000750, 0.002083, 0.001499, 0.004908, 0.000125]"
doc_00973,Golf 7 Torpido isigi sigortasi,https://www.golftutkusu.com/topic/20527-golf-7-torpido-isigi-sigortasi,9,0.9878147215073202,NA,unknown,NA,NA,unknown,unknown,low,0,3,"[0.000393, 0.000246, 0.000778, 0.000651, 0.002031, 0.000530, 0.000790, 0.000245, 0.987815, 0.000285, 0.000800, 0.000337, 0.000314, 0.000840, 0.000650, 0.000945, 0.000477, 0.001125, 0.000667, 0.000080]"
doc_00974,Golf 7 Trim sesi,https://www.golftutkusu.com/topic/27844-golf-7-trim-sesi,13,0.6986600805635858,NA,unknown,NA,NA,unknown,unknown,medium,1,2,"[0.004770, 0.003917, 0.207895, 0.005682, 0.016315, 0.003938, 0.003671, 0.002916, 0.006534, 0.001889, 0.003711, 0.003743, 0.698660, 0.007722, 0.001620, 0.003929, 0.002567, 0.012897, 0.007414, 0.000210]"
doc_00975,Golf 7 Trim sesi Cozuldu,https://www.golftutkusu.com/topic/24955-golf-7-trim-sesi-cozuldu,10,0.9487328363201787,NA,unknown,NA,NA,unknown,unknown,low,0,1,"[0.004926, 0.001229, 0.000898, 0.003012, 0.011302, 0.001869, 0.006017, 0.001317, 0.003205, 0.948733, 0.000401, 0.002446, 0.001539, 0.003307, 0.000770, 0.000486, 0.002965, 0.002216, 0.003335, 0.000028]"
doc_00976,Golf 7 Tungsten Gri Boya Ile Alakali Yardim ve Rotus Boyasi.,https://www.golftutkusu.com/topic/26666-golf-7-tungsten-gri-boya-ile-alakali-yardim-ve-rotus-boyasi,16,0.9849732427907313,NA,unknown,NA,NA,unknown,unknown,low,0,5,"[0.000069, 0.000973, 0.000947, 0.000886, 0.000175, 0.000363, 0.000547, 0.000631, 0.000168, 0.001930, 0.001585, 0.000472, 0.000318, 0.000165, 0.001039, 0.984973, 0.000422, 0.003308, 0.000285, 0.000743]"
doc_00977,Golf 7 Turbo ve Ruzgar Sesi hakkinda,https://www.golftutkusu.com/topic/15217-golf-7-turbo-ve-ruzgar-sesi-hakkinda,5,0.8728245081494986,1.4,petrol,2015,2000,0-30k,1.4_TSI,high,2,12,"[0.089901, 0.000812, 0.002377, 0.001547, 0.872825, 0.002953, 0.004293, 0.003047, 0.002616, 0.000970, 0.002834, 0.001444, 0.001310, 0.005233, 0.001256, 0.000695, 0.002968, 0.001498, 0.001303, 0.000117]"
doc_00978,Golf 7 U Led Far Uyumu,https://www.golftutkusu.com/topic/15129-golf-7-u-led-far-uyumu,5,0.5603063984737524,NA,unknown,NA,NA,unknown,unknown,medium,1,5,"[0.014193, 0.002719, 0.015186, 0.008827, 0.560306, 0.008574, 0.004929, 0.005365, 0.329233, 0.003136, 0.005530, 0.006347, 0.003444, 0.009448, 0.001788, 0.004387, 0.004691, 0.003735, 0.007863, 0.000298]"
doc_00979,Golf 7 Uled Far Kodlama,https://www.golftutkusu.com/topic/24280-golf-7-uled-far-kodlama,17,0.9860020178035632,NA,unknown,NA,NA,unknown,unknown,low,0,1,"[0.000541, 0.000307, 0.000714, 0.000574, 0.001510, 0.000808, 0.000796, 0.000663, 0.000600, 0.000561, 0.001235, 0.000595, 0.000542, 0.000384, 0.000861, 0.000699, 0.986002, 0.001916, 0.000427, 0.000264]"
doc_00980,Golf 7 VCDS ile fren bolumu fabrika ayarlarina alininca gelen hata?,https://www.golftutkusu.com/topic/22319-golf-7-vcds-ile-fren-bolumu-fabrika-ayarlarina-alininca-gelen-hata,6,0.9881529844070931,NA,unknown,NA,NA,unknown,unknown,high,1,7,"[0.000114, 0.001647, 0.000044, 0.000394, 0.000395, 0.988153, 0.000143, 0.000294, 0.000170, 0.000386, 0.000969, 0.000056, 0.000165, 0.000403, 0.000758, 0.001863, 0.000208, 0.001939, 0.000269, 0.001630]"
doc_00981,Golf 7 Vites 1-3-5-7 gormemesi sorunu hakkinda.,https://www.golftutkusu.com/topic/24950-golf-7-vites-1-3-5-7-gormemesi-sorunu-hakkinda,18,0.3996506488550942,1.2,petrol,2015,2000,0-30k,1.2_TSI,high,2,29,"[0.013111, 0.062489, 0.006750, 0.116673, 0.021557, 0.007286, 0.002976, 0.006817, 0.012259, 0.023099, 0.018134, 0.002692, 0.006523, 0.239511, 0.011075, 0.027372, 0.005307, 0.399651, 0.013257, 0.003463]"
doc_00982,Golf 7 Vites Gecisi,https://www.golftutkusu.com/topic/23189-golf-7-vites-gecisi,1,0.6687722388773925,1.2,petrol,2016,NA,unknown,1.2_TSI,low,0,1,"[0.668772, 0.000757, 0.002806, 0.002001, 0.010471, 0.001910, 0.001003, 0.001648, 0.002083, 0.001176, 0.003542, 0.001778, 0.001315, 0.293909, 0.001240, 0.000730, 0.000917, 0.001062, 0.002790, 0.000088]"
doc_00983,Golf 7 Xenon far,https://www.golftutkusu.com/topic/15405-golf-7-xenon-far,17,0.47568728607869476,NA,unknown,2018,NA,unknown,unknown,low,0,9,"[0.318511, 0.004592, 0.011927, 0.025114, 0.036657, 0.009442, 0.006662, 0.013526, 0.013309, 0.008067, 0.014992, 0.010551, 0.006547, 0.009090, 0.004220, 0.003795, 0.475687, 0.011594, 0.015326, 0.000389]"
doc_00984,Golf 7 Xenon far yanip sonuyor,https://www.golftutkusu.com/topic/25211-golf-7-xenon-far-yanip-sonuyor,20,0.9959740266428748,NA,unknown,NA,NA,unknown,unknown,low,0,2,"[0.000051, 0.000282, 0.000126, 0.000147, 0.000049, 0.000148, 0.000083, 0.000024, 0.000035, 0.000353, 0.000473, 0.000082, 0.000081, 0.000023, 0.000709, 0.000790, 0.000090, 0.000296, 0.000183, 0.995974]"
doc_00985,Golf 7 Yag Eksiltme Sorunu,https://www.golftutkusu.com/topic/18290-golf-7-yag-eksiltme-sorunu,20,0.621038491753512,1.4,petrol,2015,119000,90-120k,1.4_TSI,high,6,45,"[0.000883, 0.006468, 0.000265, 0.002048, 0.000892, 0.001625, 0.001026, 0.000899, 0.001303, 0.331571, 0.003002, 0.000424, 0.001177, 0.001833, 0.006471, 0.008141, 0.001575, 0.007286, 0.002072, 0.621038]"
doc_00986,Golf 7 Yag Eksiltmesi,https://www.golftutkusu.com/topic/19211-golf-7-yag-eksiltmesi,16,0.3498378021535376,1.2,petrol,2013,72500,60-90k,1.2_TSI,high,0,6,"[0.009015, 0.003335, 0.018884, 0.012487, 0.033105, 0.012134, 0.018532, 0.011343, 0.107292, 0.006830, 0.060705, 0.009301, 0.013222, 0.196555, 0.006566, 0.349838, 0.012465, 0.018341, 0.098777, 0.001271]"
doc_00987,Golf 7 Yag sensoru ve EPC Arizasi,https://www.golftutkusu.com/topic/24740-golf-7-yag-sensoru-ve-epc-arizasi,9,0.8113413596980462,NA,unknown,NA,NA,unknown,unknown,medium,1,1,"[0.001728, 0.000497, 0.002090, 0.001571, 0.163985, 0.001734, 0.001540, 0.000980, 0.811341, 0.000607, 0.001883, 0.000925, 0.000671, 0.003625, 0.001116, 0.001754, 0.001236, 0.001375, 0.001131, 0.000211]"
doc_00988,Golf 7 Yagmur-Far Sensoru montaji hakkinda,https://www.golftutkusu.com/topic/10656-golf-7-yagmur-far-sensoru-montaji-hakkinda,6,0.9814670589608093,NA,unknown,NA,NA,unknown,unknown,medium,1,9,"[0.000895, 0.000465, 0.000821, 0.001389, 0.005826, 0.981467, 0.000742, 0.000509, 0.001183, 0.000412, 0.000743, 0.000816, 0.000532, 0.001066, 0.000251, 0.000403, 0.000486, 0.000815, 0.001132, 0.000047]"
doc_00989,Golf 7 Yakit Gostergesi,https://www.golftutkusu.com/topic/18985-golf-7-yakit-gostergesi,17,0.7564608621612504,NA,unknown,NA,NA,unknown,unknown,low,0,7,"[0.000282, 0.000390, 0.001075, 0.000388, 0.000399, 0.000411, 0.000214, 0.232988, 0.000228, 0.001085, 0.001206, 0.000701, 0.000141, 0.000096, 0.000605, 0.001142, 0.756461, 0.001037, 0.000557, 0.000595]"
doc_00990,Golf 7 Yakit Problemi,https://www.golftutkusu.com/topic/11854-golf-7-yakit-problemi,15,0.40960631417734783,1.6,diesel,NA,118000,90-120k,1.6_TDI,high,4,37,"[0.004545, 0.003502, 0.345594, 0.002628, 0.003288, 0.003324, 0.002666, 0.004386, 0.006526, 0.005301, 0.008610, 0.005095, 0.001699, 0.005198, 0.409606, 0.003597, 0.001984, 0.010433, 0.167317, 0.004702]"
doc_00991,Golf 7 Yakit gostergesi arizasi,https://www.golftutkusu.com/topic/27309-golf-7-yakit-gostergesi-arizasi,14,0.9351955793058991,1.6,diesel,2015,NA,unknown,1.6_TDI,medium,1,2,"[0.000681, 0.014725, 0.000474, 0.001524, 0.001567, 0.001441, 0.000642, 0.001070, 0.001006, 0.002197, 0.006290, 0.000343, 0.001099, 0.935196, 0.007840, 0.011607, 0.000558, 0.005695, 0.001243, 0.004804]"
doc_00992,Golf 7 Yeni Airbag Beyni takma,https://www.golftutkusu.com/topic/23721-golf-7-yeni-airbag-beyni-takma,11,0.9764781166588293,1.2,petrol,NA,NA,unknown,1.2_TSI,high,2,5,"[0.000557, 0.000802, 0.000695, 0.001540, 0.000681, 0.000528, 0.001209, 0.000665, 0.000239, 0.000840, 0.976478, 0.000501, 0.000333, 0.000959, 0.000633, 0.008034, 0.001272, 0.002437, 0.001052, 0.000546]"
doc_00993,Golf 7 Yeni Aku,https://www.golftutkusu.com/topic/7973-golf-7-yeni-aku,15,0.9720578684507153,1.4,petrol,2016,NA,unknown,1.4_TSI,medium,1,9,"[0.001650, 0.000616, 0.001219, 0.000863, 0.001780, 0.002018, 0.001411, 0.000472, 0.001780, 0.000989, 0.000567, 0.001493, 0.001684, 0.001453, 0.972058, 0.000843, 0.001002, 0.005162, 0.001595, 0.001346]"
doc_00994,Golf 7 acilista direksiyon hizalama sorunu,https://www.golftutkusu.com/topic/22695-golf-7-acilista-direksiyon-hizalama-sorunu,5,0.7094141074120058,NA,unknown,NA,NA,unknown,unknown,high,1,2,"[0.021081, 0.005219, 0.007905, 0.009122, 0.709414, 0.010243, 0.162107, 0.007138, 0.012526, 0.005176, 0.005709, 0.006805, 0.004727, 0.013293, 0.001243, 0.001560, 0.007272, 0.003249, 0.006105, 0.000105]"
doc_00995,Golf 7 adaptif u led,https://www.golftutkusu.com/topic/19770-golf-7-adaptif-u-led,11,0.9924607294598549,NA,unknown,NA,NA,unknown,unknown,low,0,1,"[0.000432, 0.000035, 0.000393, 0.000416, 0.000720, 0.000563, 0.000512, 0.000253, 0.000366, 0.000029, 0.992461, 0.000434, 0.000374, 0.000823, 0.000113, 0.000449, 0.000471, 0.000516, 0.000378, 0.000264]"
doc_00996,Golf 7 aku degisimi ve sonrasi cikan uyarilari silmek.,https://www.golftutkusu.com/topic/9017-golf-7-aku-degisimi-ve-sonrasi-cikan-uyarilari-silmek,1,0.9208172251901408,NA,unknown,NA,NA,unknown,unknown,high,1,26,"[0.920817, 0.000319, 0.000495, 0.000435, 0.004753, 0.000537, 0.001298, 0.000897, 0.000553, 0.000540, 0.001356, 0.000402, 0.000394, 0.001027, 0.000902, 0.000148, 0.063424, 0.000980, 0.000676, 0.000045]"
doc_00997,Golf 7 allstar aracima yolu iyi gosterecek far ampulu onerisi,https://www.golftutkusu.com/topic/27645-golf-7-allstar-aracima-yolu-iyi-gosterecek-far-ampulu-onerisi,18,0.9741243544753989,NA,unknown,NA,NA,unknown,unknown,medium,1,13,"[0.001104, 0.000475, 0.002975, 0.002109, 0.002188, 0.001652, 0.000733, 0.000617, 0.002665, 0.000930, 0.000730, 0.001375, 0.002038, 0.001062, 0.001136, 0.000789, 0.001690, 0.974124, 0.001589, 0.000018]"
doc_00998,Golf 7 amortisor degisikligi hk.,https://www.golftutkusu.com/topic/23050-golf-7-amortisor-degisikligi-hk,5,0.9603633424194549,NA,unknown,2013,NA,unknown,unknown,low,0,6,"[0.003722, 0.000727, 0.004044, 0.002977, 0.960363, 0.003791, 0.001395, 0.002470, 0.004392, 0.000890, 0.001624, 0.002462, 0.001175, 0.004236, 0.000337, 0.001058, 0.001630, 0.000710, 0.001925, 0.000074]"
doc_00999,Golf 7 anahtar ust tus takimi,https://www.golftutkusu.com/topic/17558-golf-7-anahtar-ust-tus-takimi,17,0.9907893044100616,NA,unknown,NA,NA,unknown,unknown,low,0,5,"[0.000373, 0.000203, 0.000458, 0.000375, 0.001008, 0.000528, 0.000489, 0.000433, 0.000381, 0.000381, 0.000884, 0.000384, 0.000354, 0.000227, 0.000534, 0.000440, 0.990789, 0.001312, 0.000269, 0.000178]"
doc_01000,Golf 7 anahtarlik hizli pil bitmesi,https://www.golftutkusu.com/topic/9919-golf-7-anahtarlik-hizli-pil-bitmesi,15,0.9749940324936979,NA,unknown,2024,NA,unknown,unknown,high,2,17,"[0.001516, 0.000582, 0.001173, 0.000718, 0.001461, 0.001701, 0.001289, 0.000421, 0.001606, 0.000872, 0.000506, 0.001060, 0.001633, 0.001350, 0.974994, 0.000825, 0.000878, 0.004848, 0.001278, 0.001288]"
doc_01001,Golf 7 arabanin yol tutusu azaldi,https://www.golftutkusu.com/topic/23792-golf-7-arabanin-yol-tutusu-azaldi,4,0.530154122711968,NA,unknown,2015,15000,0-30k,unknown,high,1,9,"[0.010477, 0.006731, 0.017975, 0.530154, 0.051776, 0.014886, 0.015576, 0.007090, 0.223676, 0.008059, 0.010823, 0.014952, 0.010084, 0.018277, 0.003154, 0.009217, 0.007810, 0.014988, 0.023871, 0.000424]"
doc_01002,Golf 7 arac altinda delik,https://www.golftutkusu.com/topic/10622-golf-7-arac-altinda-delik,5,0.9522077245123991,NA,unknown,2015,NA,unknown,unknown,low,0,1,"[0.001234, 0.000152, 0.001426, 0.000981, 0.952208, 0.001888, 0.000934, 0.001012, 0.000961, 0.000169, 0.030454, 0.001165, 0.000756, 0.002302, 0.000381, 0.001035, 0.001236, 0.000606, 0.000537, 0.000566]"
doc_01003,Golf 7 arac kumandasindan camlar acilip kapanmiyor,https://www.golftutkusu.com/topic/18148-golf-7-arac-kumandasindan-camlar-acilip-kapanmiyor,6,0.9650632322406125,NA,unknown,NA,NA,unknown,unknown,high,5,14,"[0.001747, 0.000779, 0.001502, 0.002357, 0.011541, 0.965063, 0.001366, 0.000975, 0.002542, 0.000728, 0.001477, 0.001441, 0.000928, 0.002132, 0.000439, 0.000725, 0.000874, 0.001338, 0.001963, 0.000082]"
doc_01004,Golf 7 arac ozellikleri devre disi,https://www.golftutkusu.com/topic/24396-golf-7-arac-ozellikleri-devre-disi,16,0.5076501372023242,NA,unknown,2015,NA,unknown,unknown,low,0,2,"[0.009580, 0.323129, 0.000049, 0.004627, 0.007747, 0.007021, 0.007292, 0.006507, 0.008153, 0.004138, 0.000350, 0.000054, 0.000462, 0.005518, 0.083540, 0.507650, 0.007179, 0.010602, 0.001904, 0.004498]"
doc_01005,Golf 7 arac sarsintisi,https://www.golftutkusu.com/topic/23871-golf-7-arac-sarsintisi,5,0.9734305054729618,NA,unknown,NA,NA,unknown,unknown,medium,0,6,"[0.001568, 0.000411, 0.002897, 0.001298, 0.973431, 0.003285, 0.001152, 0.001487, 0.001327, 0.000468, 0.001444, 0.001467, 0.001106, 0.002301, 0.001001, 0.001543, 0.001313, 0.001084, 0.000746, 0.000671]"
doc_01006,Golf 7 aracim tavan su aliyor.,https://www.golftutkusu.com/topic/13953-golf-7-aracim-tavan-su-aliyor,5,0.8256500145958133,NA,unknown,NA,NA,unknown,unknown,high,2,9,"[0.011709, 0.002241, 0.002258, 0.002704, 0.825650, 0.005256, 0.005254, 0.118270, 0.004549, 0.001502, 0.001869, 0.002450, 0.001594, 0.006982, 0.000391, 0.000941, 0.002856, 0.000937, 0.002557, 0.000031]"
doc_01007,Golf 7 aracima Golf 8 direksiyon aldim soket uymuyor,https://www.golftutkusu.com/topic/24626-golf-7-aracima-golf-8-direksiyon-aldim-soket-uymuyor,14,0.46942805424023104,NA,unknown,2019,NA,unknown,unknown,low,0,7,"[0.013708, 0.005505, 0.012619, 0.022256, 0.063214, 0.010717, 0.008568, 0.296564, 0.011364, 0.006277, 0.015161, 0.013426, 0.010087, 0.469428, 0.002123, 0.014129, 0.006241, 0.007029, 0.011395, 0.000191]"
doc_01008,Golf 7 aracimda marspiyel ezilmesi,https://www.golftutkusu.com/topic/10294-golf-7-aracimda-marspiyel-ezilmesi,7,0.9792981857265561,NA,unknown,NA,NA,unknown,unknown,low,0,1,"[0.000369, 0.000197, 0.000542, 0.000628, 0.001143, 0.000531, 0.979298, 0.000425, 0.000690, 0.000254, 0.011972, 0.000349, 0.000367, 0.000946, 0.000294, 0.000613, 0.000512, 0.000498, 0.000312, 0.000061]"
doc_01009,Golf 7 aracimla kaza yaptim,https://www.golftutkusu.com/topic/11871-golf-7-aracimla-kaza-yaptim,19,0.9574558451028041,NA,unknown,2009,4000,0-30k,unknown,medium,1,36,"[0.003420, 0.001246, 0.003035, 0.004636, 0.006980, 0.002575, 0.001339, 0.001222, 0.004745, 0.001320, 0.001843, 0.002134, 0.001924, 0.002251, 0.000689, 0.000539, 0.000952, 0.001599, 0.957456, 0.000096]"
doc_01010,Golf 7 aracin tamponunu carptim ?,https://www.golftutkusu.com/topic/8578-golf-7-aracin-tamponunu-carptim,14,0.9690220589558483,NA,unknown,NA,NA,unknown,unknown,low,0,3,"[0.003109, 0.000808, 0.001155, 0.001255, 0.010222, 0.001295, 0.002653, 0.000583, 0.001639, 0.000976, 0.001599, 0.001314, 0.001084, 0.969022, 0.000312, 0.000280, 0.000532, 0.000778, 0.001370, 0.000014]"
doc_01011,Golf 7 arka havalandirma klipsi kaybolmus,https://www.golftutkusu.com/topic/8525-golf-7-arka-havalandirma-klipsi-kaybolmus,6,0.9638948921884078,NA,unknown,NA,NA,unknown,unknown,low,0,10,"[0.002100, 0.000951, 0.001674, 0.003035, 0.009348, 0.963895, 0.001532, 0.001014, 0.002369, 0.000839, 0.001669, 0.001697, 0.001129, 0.002233, 0.000511, 0.000812, 0.001105, 0.001709, 0.002291, 0.000088]"
doc_01012,Golf 7 arka kapi hoparlorleri calismiyor,https://www.golftutkusu.com/topic/25952-golf-7-arka-kapi-hoparlorleri-calismiyor,12,0.8791928514732965,NA,unknown,NA,NA,unknown,unknown,low,0,2,"[0.033873, 0.001964, 0.003250, 0.005653, 0.024179, 0.005674, 0.003127, 0.003169, 0.004949, 0.002531, 0.004992, 0.879193, 0.004056, 0.006696, 0.001390, 0.002367, 0.002383, 0.003608, 0.006763, 0.000182]"
doc_01013,Golf 7 arka sol kapi merkezi kilit,https://www.golftutkusu.com/topic/16406-golf-7-arka-sol-kapi-merkezi-kilit,1,0.7624057662661248,NA,unknown,NA,NA,unknown,unknown,low,0,2,"[0.762406, 0.004249, 0.006551, 0.008042, 0.125081, 0.007349, 0.011708, 0.006663, 0.009203, 0.004418, 0.006453, 0.006585, 0.004761, 0.010874, 0.002165, 0.000882, 0.007026, 0.004172, 0.011283, 0.000127]"
doc_01014,Golf 7 arlox Multimedia vehiclesettings hatasi,https://www.golftutkusu.com/topic/11913-golf-7-arlox-multimedia-vehiclesettings-hatasi,10,0.9034323430232075,NA,unknown,NA,NA,unknown,unknown,low,0,1,"[0.002221, 0.018675, 0.000606, 0.007357, 0.004926, 0.002111, 0.001869, 0.004658, 0.005308, 0.903432, 0.002871, 0.000896, 0.001586, 0.004752, 0.002493, 0.013723, 0.003264, 0.011947, 0.005932, 0.001372]"
doc_01015,Golf 7 auto hold aktif olmuyor,https://www.golftutkusu.com/topic/20926-golf-7-auto-hold-aktif-olmuyor,11,0.6680152661970014,1.2,petrol,2014,NA,unknown,1.2_TSI,low,0,2,"[0.001052, 0.000245, 0.006595, 0.002194, 0.000652, 0.001853, 0.001134, 0.002496, 0.002585, 0.001316, 0.668015, 0.002477, 0.000795, 0.002216, 0.001769, 0.002951, 0.002131, 0.293986, 0.004760, 0.000778]"
doc_01016,Golf 7 autohold sorunu.,https://www.golftutkusu.com/topic/13240-golf-7-autohold-sorunu,8,0.9579552665540854,1.6,diesel,2016,90000,90-120k,1.6_TDI,medium,1,7,"[0.002765, 0.001092, 0.001741, 0.003295, 0.012901, 0.001721, 0.001535, 0.957955, 0.001822, 0.000903, 0.001620, 0.001641, 0.001658, 0.001764, 0.000256, 0.002417, 0.001891, 0.001062, 0.001934, 0.000026]"
doc_01017,Golf 7 ayna sinyalleri hakkinda yardim,https://www.golftutkusu.com/topic/23071-golf-7-ayna-sinyalleri-hakkinda-yardim,4,0.9500564737575107,NA,unknown,NA,NA,unknown,unknown,low,0,2,"[0.003346, 0.001204, 0.001055, 0.950056, 0.016868, 0.001804, 0.007866, 0.001537, 0.002567, 0.001405, 0.001517, 0.001646, 0.001029, 0.002114, 0.000219, 0.000382, 0.001398, 0.001538, 0.002430, 0.000021]"
doc_01018,Golf 7 aynalara kodlama amerikan hakkinda,https://www.golftutkusu.com/topic/23136-golf-7-aynalara-kodlama-amerikan-hakkinda,1,0.9169216389207079,NA,unknown,NA,NA,unknown,unknown,low,0,5,"[0.916922, 0.001034, 0.004986, 0.003227, 0.017846, 0.004065, 0.003184, 0.003762, 0.003694, 0.001672, 0.007236, 0.002904, 0.002436, 0.006673, 0.004711, 0.002595, 0.003653, 0.004534, 0.004363, 0.000501]"
doc_01019,Golf 7 bagaj kilidi bozuldu,https://www.golftutkusu.com/topic/21997-golf-7-bagaj-kilidi-bozuldu,6,0.9654206187443317,NA,unknown,NA,NA,unknown,unknown,medium,1,2,"[0.001169, 0.000050, 0.000899, 0.000592, 0.007758, 0.965421, 0.003525, 0.001182, 0.002787, 0.000306, 0.002668, 0.000827, 0.000341, 0.002464, 0.001495, 0.001648, 0.000180, 0.005018, 0.001557, 0.000115]"
doc_01020,Golf 7 bagaj su alma sorunu,https://www.golftutkusu.com/topic/16599-golf-7-bagaj-su-alma-sorunu,1,0.8089195833631223,NA,unknown,2013,NA,unknown,unknown,medium,1,8,"[0.808920, 0.002142, 0.005262, 0.005129, 0.075246, 0.009709, 0.011394, 0.011453, 0.012810, 0.002410, 0.004340, 0.006190, 0.004354, 0.013157, 0.003206, 0.001746, 0.004830, 0.007686, 0.009821, 0.000195]"
doc_01021,Golf 7 bagajdaki kaucuk parca,https://www.golftutkusu.com/topic/26058-golf-7-bagajdaki-kaucuk-parca,10,0.49224466326288085,NA,unknown,NA,NA,unknown,unknown,low,0,1,"[0.002874, 0.001407, 0.005462, 0.004021, 0.003399, 0.005023, 0.004374, 0.001809, 0.004983, 0.492245, 0.001359, 0.006015, 0.006125, 0.003725, 0.116636, 0.006760, 0.008919, 0.318925, 0.003912, 0.002028]"
doc_01022,Golf 7 balata ve rot ayari sonrasi on takimdan ses,https://www.golftutkusu.com/topic/26186-golf-7-balata-ve-rot-ayari-sonrasi-on-takimdan-ses,5,0.920047949170823,NA,unknown,NA,NA,unknown,unknown,high,1,2,"[0.012046, 0.001118, 0.004017, 0.003155, 0.920048, 0.008086, 0.006911, 0.007026, 0.008498, 0.001093, 0.001716, 0.004048, 0.002156, 0.009480, 0.000735, 0.001430, 0.002728, 0.002776, 0.002849, 0.000082]"
doc_01023,Golf 7 bardaklik koyma haznesi sokumu,https://www.golftutkusu.com/topic/11605-golf-7-bardaklik-koyma-haznesi-sokumu,17,0.46046253069904564,NA,unknown,NA,NA,unknown,unknown,low,0,1,"[0.022735, 0.008952, 0.039952, 0.026135, 0.081348, 0.021603, 0.011623, 0.013706, 0.032198, 0.011675, 0.018163, 0.014703, 0.012630, 0.017596, 0.004615, 0.007315, 0.460463, 0.019062, 0.174949, 0.000578]"
doc_01024,Golf 7 bardaklik sorunu ve cozumu,https://www.golftutkusu.com/topic/9187-golf-7-bardaklik-sorunu-ve-cozumu,3,0.9080364437620495,NA,unknown,NA,NA,unknown,unknown,low,0,1,"[0.004340, 0.002258, 0.908036, 0.003196, 0.017502, 0.003179, 0.005244, 0.002194, 0.005685, 0.000999, 0.005040, 0.001434, 0.003355, 0.007002, 0.002405, 0.007200, 0.003238, 0.013939, 0.003389, 0.000365]"
