doc_name,complaint_id,model_year,dominant_topic,topic_gamma,engine_spec,prod_year,component,mileage_miles,technical_bucket,chronic_score,gamma_vector
doc_00268,10158622,2002,7,0.4777728983898575,TDI_unknown,2002,AIR BAGS,,low,0,"[0.03191391985399284, 0.013276428045832503, 0.018216478477888955, 0.011399789984800283, 0.011295087453653685, 0.03286891482105001, 0.4777728983898575, 0.02071218373895036, 0.15209039227283824, 0.016685619251720612, 0.018048344723047463, 0.0209919422209458, 0.014589612028481474, 0.051523219083855626, 0.015325737256664944, 0.012938836467587582, 0.011521634699844765, 0.01635399263519758, 0.01813158992019614]"
doc_00269,10158000,2002,16,0.008433462593860385,unknown,2002,ELECTRICAL SYSTEM,,medium,1,"[0.1340009739537066, 0.02377866227500341, 0.08824683526414541, 0.016853354996298874, 0.013781791493684225, 0.029509683769500715, 0.014924867544467533, 0.027781883200441306, 0.018887828902844222, 0.03864823852264273, 0.027858301011254416, 0.009528437369614458, 0.009528882362548102, 0.02076360341654034, 0.022095896672377383, 0.008433462593860385, 0.016285149668023052, 0.008635981934906823, 0.03243326019364043]"
doc_00270,10150674,2002,1,0.8605351721647974,unknown,2002,"STEERING,ELECTRICAL SYSTEM",,low,0,"[0.8605351721647974, 0.007784241789014022, 0.02221170638056458, 0.0060254527600572955, 0.005700748391457787, 0.009195864097150813, 0.00542570094415752, 0.009046448681717936, 0.006863930394264574, 0.012077745623824354, 0.008398814149054107, 0.004403876959900761, 0.004434506329927338, 0.0075291000744016805, 0.007056734344493042, 0.00392677251411034, 0.005741923233753909, 0.0039922507725910885, 0.009649010394761594]"
doc_00271,10147645,2002,10,1.0,unknown,2002,ENGINE AND ENGINE COOLING,,low,0,"[3.781106264053982e-308, 6.712337835518967e-308, 6.376503671931547e-308, 5.370642906213233e-308, 4.4387704187378854e-308, 3.2667691689033454e-308, 1.733636123348946e-308, 3.6052150001580296e-308, 1.9673274424698666e-308, 1.0, 3.233679133845281e-308, 1.4600620477309594e-308, 1.737320179960294e-308, 2.2688073020478326e-308, 2.949278361640627e-308, 1.5593186414337494e-308, 5.172340023778446e-308, 1.4346279275103825e-308, 4.671471488133721e-308]"
doc_00272,10145249,2002,2,0.08162948587625952,unknown,2002,SEATS,,low,0,"[0.02449439320460454, 0.08162948587625952, 0.04572541395784183, 0.04130441308264978, 0.022233015283647618, 0.026474397533084823, 0.013544980068430136, 0.029373042677353866, 0.015146020397572037, 0.06226287944175772, 0.02809538336768838, 0.010989080765218236, 0.012097724331606698, 0.017273775904574264, 0.024597117516245725, 0.010973413513081454, 0.06337450603595678, 0.010576417584270387, 0.04108814692543251]"
doc_00273,10139215,2002,3,0.0303074751646745,unknown,2002,ENGINE AND ENGINE COOLING,,low,0,"[0.01887415960007783, 0.05206563042710761, 0.0303074751646745, 0.03849057119912642, 0.02077158931885345, 0.016668041713023874, 0.009024338612924211, 0.0192937985471933, 0.010153046187270167, 0.08919909437035309, 0.017807800615467273, 0.006795736025508558, 0.007896558977726011, 0.011522021999148037, 0.016587284214168958, 0.007195814779166533, 0.04579932798548328, 0.006670126399618158, 0.02509375716106339]"
doc_00274,10138225,2002,10,1.0,unknown,2006,"ENGINE AND ENGINE COOLING,POWER TRAIN,VISIBILITY,EQUIPMENT",,high,1,"[4.945243140143612e-308, 6.598787442930236e-308, 1.1336350780002666e-307, 3.929724651108945e-308, 3.252004220750369e-308, 4.363076198037469e-308, 2.0127628740550363e-308, 4.791193842846789e-308, 2.344385017064115e-308, 1.0, 3.7201505258869067e-308, 1.5737791892888166e-308, 1.7725071294851423e-308, 2.714780189452556e-308, 3.1533299750520065e-308, 1.5642676595858675e-308, 4.1757311236823826e-308, 1.503954474302323e-308, 5.384999484685499e-308]"
doc_00275,10134334,2002,1,0.4139477920748935,unknown,2005,"SERVICE BRAKES, HYDRAULIC",,low,0,"[0.4139477920748935, 0.02836263176264466, 0.06323634088722038, 0.020773281834513355, 0.01869530552829641, 0.0650918681864111, 0.02800492722970691, 0.04231988939007897, 0.036877078527802205, 0.04669878118616602, 0.037471223751101325, 0.017828661689062726, 0.016784102333135573, 0.04000950623752504, 0.028448930774746535, 0.014589668331900346, 0.020733999571537046, 0.015671618292433964, 0.0444543924108242]"
doc_00276,10121355,2002,7,1.0,unknown,2002,AIR BAGS,,low,0,"[3.2670426010222283e-308, 1.398173972039967e-308, 1.8896309097097983e-308, 1.219743831562132e-308, 1.212891115749997e-308, 3.273589015302333e-308, 1.0, 2.096578549018023e-308, 9.538650472023537e-308, 1.754983662481183e-308, 1.9414422128974705e-308, 2.2921846008012877e-308, 1.583067190660399e-308, 4.972389927426255e-308, 1.652479461044042e-308, 1.4054907994736484e-308, 1.2261855701068226e-308, 1.7927024747852693e-308, 1.9522261387358152e-308]"
doc_00277,10118541,2002,1,0.3872367267386466,unknown,2002,"ELECTRICAL SYSTEM,EXTERIOR LIGHTING",,low,1,"[0.3872367267386466, 0.021935156779256792, 0.05468928605933045, 0.01720200011477371, 0.015540572891803125, 0.04245055336413626, 0.02204917034120879, 0.03025468572599662, 0.030069754980150052, 0.03492796783674044, 0.03193996936609387, 0.014460779215690287, 0.01351648795803175, 0.03477404382956175, 0.02477864288250457, 0.011795198638100284, 0.016497363761211116, 0.012632877769752936, 0.036508050548901765]"
doc_00278,10120363,2002,3,1.0,unknown,2002,UNKNOWN OR OTHER,,low,0,"[5.909888882522409e-308, 5.786302726761029e-308, 1.0, 2.9980644677756174e-308, 2.3478560705970743e-308, 4.963921946146077e-308, 2.0326463890942285e-308, 5.760223718200772e-308, 2.4477891631281204e-308, 1.3477889048324544e-307, 4.183942141126995e-308, 1.505551476039017e-308, 1.580307142874932e-308, 2.7885776879681506e-308, 3.316598929388938e-308, 1.3997515567336718e-308, 3.3132438658966626e-308, 1.4014514268018706e-308, 5.455886604789042e-308]"
doc_00279,10114612,2002,7,1.0,unknown,2002,AIR BAGS,,low,0,"[3.2393463427451164e-308, 1.404157770225204e-308, 1.902083119235314e-308, 1.2034391187773724e-308, 1.194691676168516e-308, 3.3888231096240563e-308, 1.0, 2.175851769969724e-308, 1.1771313143636725e-307, 1.7517361206627556e-308, 1.879842439047329e-308, 2.255879137759186e-308, 1.5591082683391977e-308, 4.854954277093915e-308, 1.6026339281777697e-308, 1.3851914557340355e-308, 1.221318945337099e-308, 1.7630868810320184e-308, 1.892310240954402e-308]"
doc_00280,10109503,2002,1,1.0,unknown,2002,"SERVICE BRAKES, HYDRAULIC",,medium,0,"[1.0, 2.497366499484518e-308, 4.766808435757739e-308, 1.978400453217319e-308, 1.8716375693701053e-308, 6.854351505449708e-308, 3.4327720575215074e-308, 3.858114144447036e-308, 4.695395616450549e-308, 3.98128228105473e-308, 3.6621127873823043e-308, 2.110335147428446e-308, 1.884336149231218e-308, 5.427276675823151e-308, 2.791121501608775e-308, 1.6173662292608125e-308, 1.9398405151691444e-308, 1.80001849512411e-308, 4.290546000384161e-308]"
doc_00281,10105561,2002,7,0.17518416523347283,2.0_TSI,2002,AIR BAGS,,low,0,"[0.024712538570891437, 0.010056941891687713, 0.01390770068984244, 0.008536885975622617, 0.008466673086702263, 0.02595528017324237, 0.17518416523347283, 0.01607855133004406, 0.15500702648443754, 0.012680637705037403, 0.013424358911350767, 0.015669151643017534, 0.010927866506705481, 0.040334445542535576, 0.01135884578652481, 0.009667003230108441, 0.008661791732477204, 0.012183575876171313, 0.013552878130009528]"
doc_00282,10094309,2002,7,1.0,unknown,2002,AIR BAGS,,low,0,"[3.1755956118471974e-308, 1.391774972731918e-308, 1.8706467776411915e-308, 1.207322402287016e-308, 1.1996519950437943e-308, 3.232787654439871e-308, 1.0, 2.0936536678644723e-308, 8.811961533684686e-308, 1.738079533906265e-308, 1.902408720792122e-308, 2.267287385702362e-308, 1.5696912811001294e-308, 4.583980358681052e-308, 1.622359292826272e-308, 1.395296780323137e-308, 1.2196196570108127e-308, 1.781503659855605e-308, 1.91530457470949e-308]"
doc_00283,10095911,2002,7,1.0,unknown,2002,AIR BAGS,,low,0,"[3.1704690637601746e-308, 1.3882371376430804e-308, 1.8722586546623057e-308, 1.1981107505982606e-308, 1.1894319018413735e-308, 3.273700791378292e-308, 1.0, 2.118858284211447e-308, 1.0313956678544273e-307, 1.73021794039584e-308, 1.878792430691929e-308, 2.2492357807059903e-308, 1.5533255341422843e-308, 4.709582090811208e-308, 1.604424287487852e-308, 1.3816500999390884e-308, 1.2127716050612273e-308, 1.761972604550097e-308, 1.887802307847119e-308]"
doc_00284,10091365,2002,7,0.21031519562099357,unknown,2002,AIR BAGS,,low,0,"[0.02044794301939559, 0.0085866779337586, 0.011716151190334395, 0.007284649608532341, 0.007265957313083807, 0.021754046947558586, 0.21031519562099357, 0.013590687753215073, 0.06952883414990695, 0.010811182827138463, 0.011305435418385093, 0.01382670696525598, 0.009557780275770707, 0.0296054489149352, 0.009570211263104122, 0.00844659463581294, 0.007427599728500835, 0.010754415455349064, 0.011507305066894144]"
doc_00285,10082456,2002,19,0.028174429516812923,unknown,2002,ENGINE AND ENGINE COOLING,,medium,0,"[0.009111067084042135, 0.010295569167868775, 0.01823043130480002, 0.009813031558302088, 0.006220462933520934, 0.008830877133985735, 0.004549390415401931, 0.007466727398736073, 0.005170167138516355, 0.020952777631565004, 0.012552153159665949, 0.0029681107286613968, 0.003196074714073061, 0.006082428455631091, 0.009877364609056975, 0.0028464010849192077, 0.00890951985532412, 0.0028099553912675286, 0.028174429516812923]"
doc_00286,10082453,2002,10,0.23249772614624506,unknown,2002,ENGINE AND ENGINE COOLING,,medium,0,"[0.03467207145355524, 0.04916666894567135, 0.06471196217500663, 0.038826158318508774, 0.03254871506374992, 0.03286141474202104, 0.01625899315454553, 0.0331370775087095, 0.018551207907801955, 0.23249772614624506, 0.03176639740268515, 0.013239179110357834, 0.01534023780786883, 0.021691156394362622, 0.027735642591778187, 0.013587572448292562, 0.038344874897254924, 0.012823049295620755, 0.04930989677808647]"
doc_00287,10067978,2002,7,1.0,unknown,2002,AIR BAGS,,low,0,"[3.1920847733833356e-308, 1.395002685618389e-308, 1.885188313647577e-308, 1.197331772439898e-308, 1.188462199187977e-308, 3.3332527635266226e-308, 1.0, 2.152844147542351e-308, 1.1283721544999911e-307, 1.7373104433259424e-308, 1.868927360932453e-308, 2.2465136591538455e-308, 1.5516073874525966e-308, 4.764751386215821e-308, 1.5955834434649844e-308, 1.379684011547199e-308, 1.2147155078456613e-308, 1.757493496987464e-308, 1.8793385470261317e-308]"
doc_00288,10064075,2002,7,1.0,unknown,2002,AIR BAGS,,low,0,"[3.1541716420494907e-308, 1.381697041728241e-308, 1.8581225947827404e-308, 1.2012725237278875e-308, 1.193681040745564e-308, 3.2021082737686434e-308, 1.0, 2.0769459702821146e-308, 9.305186377500315e-308, 1.7241536615346894e-308, 1.8950004400405254e-308, 2.2624762526873884e-308, 1.5607679779755017e-308, 4.690275686625827e-308, 1.6186198193392484e-308, 1.38840882942538e-308, 1.2113101398728824e-308, 1.7736462042330645e-308, 1.903095414438837e-308]"
doc_00289,10058443,2002,7,0.19615676239482113,unknown,2002,AIR BAGS,,low,0,"[0.020017910330407687, 0.008439552813508621, 0.01148188093971961, 0.007186459646633416, 0.007184461993233427, 0.021099840484336996, 0.19615676239482113, 0.01324802542174872, 0.06242454516837486, 0.010636605104834504, 0.011143658970555614, 0.013800912535000176, 0.009501258283478045, 0.02867286720145395, 0.00943865655163803, 0.008394846156769787, 0.0073200806635488015, 0.010726484240881257, 0.01135757119661976]"
doc_00290,10057793,2002,7,0.18462531457764936,unknown,2002,AIR BAGS,,low,0,"[0.03702093633711675, 0.014815507972257396, 0.020356080414127495, 0.012693909468913018, 0.012070115006903878, 0.037504842496228895, 0.18462531457764936, 0.022855153901008115, 0.09213800480404907, 0.01900720844523204, 0.02016473706941514, 0.021477803590164116, 0.015187418546435858, 0.0547369063751036, 0.016849595786656617, 0.013340145966040974, 0.012885753061984782, 0.016857616748161358, 0.020763272009044726]"
doc_00291,10047223,2002,17,1.0,unknown,2002,"FUEL SYSTEM, DIESEL",,low,0,"[1.9752543874865037e-308, 6.460685534413977e-308, 2.99982557797053e-308, 7.377630870564466e-308, 2.627501143543089e-308, 1.938320915900382e-308, 1.1981549442792386e-308, 2.2022281653579424e-308, 1.3177480259558837e-308, 4.407559257609912e-308, 2.2433305818873725e-308, 1.0988158657275703e-308, 1.246504554244676e-308, 1.4756195783310265e-308, 2.177955643408086e-308, 1.157275115453043e-308, 1.0, 1.081112221527003e-308, 2.995777945720194e-308]"
doc_00292,10043313,2002,6,0.21416076622752656,unknown,2002,TIRES,,low,0,"[0.05446086774286634, 0.023685447443250008, 0.03889397396813752, 0.017057425580466842, 0.01534560350044842, 0.21416076622752656, 0.029962260891560594, 0.0473666357418364, 0.03602809725768673, 0.03281780602976756, 0.02776602195702731, 0.017407173887622692, 0.01554043566038791, 0.04021849775172657, 0.02129315179183987, 0.013561103814763898, 0.018620438031224255, 0.015084678856815158, 0.0316182678579504]"
doc_00293,10044511,2002,2,0.8042412636636841,unknown,2002,ENGINE AND ENGINE COOLING,,medium,0,"[0.010523107508715745, 0.8042412636636841, 0.019537387444864898, 0.015338515389145409, 0.009176573348846574, 0.009930528102680284, 0.005380499598707224, 0.013104714176168018, 0.006082781038086139, 0.024733871031500362, 0.009773038983732628, 0.004583153776298161, 0.0050806502376220765, 0.0067677899132622, 0.00874474382266223, 0.004635187574482169, 0.02535839664824094, 0.0044272685276616226, 0.012580529213639252]"
doc_00294,10031011,2002,1,1.0,unknown,2002,EXTERIOR LIGHTING,,medium,0,"[1.0, 2.707862312236529e-308, 6.735994675285777e-308, 2.0840802115432787e-308, 1.8740779648264046e-308, 4.757189998317008e-308, 2.631773365264784e-308, 3.6254319161420326e-308, 3.5225275448814687e-308, 4.178836939519374e-308, 3.8118467618126697e-308, 1.7348167247884074e-308, 1.6285288260673077e-308, 3.799036706936212e-308, 2.9696090793147643e-308, 1.4292717229741357e-308, 2.011895532155427e-308, 1.5239704359368243e-308, 4.2426879452630646e-308]"
doc_00295,10026474,2002,4,0.027557406205293723,unknown,2002,"ENGINE AND ENGINE COOLING,FUEL SYSTEM, GASOLINE,ELECTRICAL SYSTEM,LATCHES/LOCKS/LINKAGES",,high,0,"[0.02440765385760016, 0.025491417456434677, 0.05150435660906673, 0.027557406205293723, 0.015490100641811975, 0.02201507518821256, 0.011717404040322281, 0.018466398138831448, 0.013209592037036425, 0.035841186215639566, 0.05507524418771861, 0.008110137196280013, 0.008539812534276499, 0.015682983761185005, 0.044085530148917584, 0.007700980307992401, 0.0231480354608176, 0.007665590957098852, 0.3446014607282031]"
doc_00296,10020835,2002,5,0.01688548380144199,unknown,2002,"ENGINE AND ENGINE COOLING,EQUIPMENT",,low,0,"[0.034306770386518456, 0.028147739636302613, 0.07059458982011114, 0.02664535055645266, 0.01688548380144199, 0.03030636105254512, 0.015585753919826273, 0.023385954366828176, 0.017794725557591786, 0.04164524993657764, 0.08885051224121276, 0.010161794428159275, 0.010377195756557432, 0.021116602060183693, 0.05512119604893407, 0.009305686607328367, 0.023678791301487246, 0.009459617078792336, 0.21633842909656148]"
doc_00297,10018393,2002,6,0.3989279373807127,unknown,2002,POWER TRAIN,,low,0,"[0.04905065083195181, 0.021063935235671613, 0.03246848735221677, 0.015646433030086983, 0.014597668633123468, 0.3989279373807127, 0.0321717437219985, 0.04771743969737213, 0.04366666966068615, 0.027732936463772846, 0.02402157122649991, 0.018788977690119626, 0.01585639964327385, 0.06444182475150043, 0.019202752962860493, 0.013850903799565559, 0.01684466455159419, 0.01583508209427609, 0.026212548564523652]"
doc_00298,10018392,2002,14,0.48692018745352184,unknown,2002,STEERING,,high,1,"[0.03291070632196629, 0.01086878649878905, 0.015872557989773602, 0.009582119107624314, 0.0093473501382697, 0.029634037787633963, 0.04102272272592143, 0.01703631930722622, 0.0861555314693219, 0.014490505655387913, 0.015845489111684003, 0.015535388021942922, 0.01131454187883779, 0.48692018745352184, 0.013082917877694864, 0.00988778022104529, 0.009422466204925687, 0.012141757039099378, 0.016265360994337133]"
doc_00299,10016150,2002,1,0.17546710978976587,unknown,2002,"SERVICE BRAKES, HYDRAULIC",,low,0,"[0.17546710978976587, 0.02887589869295881, 0.06648569035499283, 0.024241946709676845, 0.021876535139041132, 0.059534865353685726, 0.033717388493829194, 0.038030325565342, 0.04443292780908931, 0.04578969415094236, 0.05194966051822576, 0.021209796606204846, 0.019514745550602116, 0.05540878774847643, 0.03840379841048953, 0.01697990196945143, 0.02272947706575127, 0.018440778209082465, 0.059039300931830525]"
doc_00300,10014188,2002,7,1.0,unknown,2002,AIR BAGS,,low,0,"[3.1658514523398444e-308, 1.3782087312337947e-308, 1.8540160648376907e-308, 1.2044738159677635e-308, 1.1989312983286376e-308, 3.1817095513147735e-308, 1.0, 2.058790085364175e-308, 9.232194032054655e-308, 1.723621167112341e-308, 1.9069813700434223e-308, 2.2858466711612807e-308, 1.5704125914413776e-308, 4.826157776770851e-308, 1.6288679802056263e-308, 1.3964806663968067e-308, 1.210628797924687e-308, 1.7870197942036043e-308, 1.914715196555381e-308]"
doc_00301,10012216,2002,3,0.6000087946388826,unknown,2002,"ENGINE AND ENGINE COOLING,ELECTRICAL SYSTEM,VISIBILITY",,medium,0,"[0.029497716543626366, 0.027673050111961882, 0.6000087946388826, 0.014574507354867847, 0.011213859401409985, 0.027180410607776893, 0.010340916285635588, 0.031047029980840822, 0.012587048565566071, 0.05574293179972845, 0.021467485728691914, 0.0073715883860826755, 0.0076384409354458335, 0.014619511868080227, 0.016830521445236737, 0.006765575969562991, 0.016253541026910488, 0.00682573119204277, 0.02742430714226166]"
doc_00302,10009868,2002,3,1.0,unknown,2002,ELECTRICAL SYSTEM,,low,0,"[5.969743661427892e-308, 5.474031495871765e-308, 1.0, 2.922464792076444e-308, 2.25930828003585e-308, 5.32089001668624e-308, 2.077153746524019e-308, 6.004905526566336e-308, 2.531035397069449e-308, 1.0754899466762868e-307, 4.321224935812601e-308, 1.5035934115453946e-308, 1.554836811627977e-308, 2.922486080756681e-308, 3.3766967632585173e-308, 1.3781748904423506e-308, 3.226980279092959e-308, 1.3913573260584704e-308, 5.498948880849316e-308]"
doc_00303,10009215,2002,6,0.03685908445684928,unknown,2002,SEAT BELTS,,low,0,"[0.034372617755529015, 0.013197560091189726, 0.018399832010783976, 0.010996450833902398, 0.010737403652934631, 0.03685908445684928, 0.08593029743647619, 0.022189458757348138, 0.15641575781538575, 0.01706150146438366, 0.016423965314248, 0.020957262834466223, 0.014096570432115891, 0.061068656318769565, 0.013825130255006278, 0.012280631204431533, 0.011231756290262023, 0.015770889879211762, 0.0171707672201485]"
doc_00304,10005632,2002,10,0.23784541327350814,unknown,2002,ENGINE AND ENGINE COOLING,,medium,0,"[0.034739457502018116, 0.0443881426893331, 0.061035683178841255, 0.04373632041036153, 0.04575395756234434, 0.03170961675193327, 0.017174725179951486, 0.0310576144674568, 0.019316783932743435, 0.23784541327350814, 0.0323531259926844, 0.014831228716908331, 0.01794099104440485, 0.022823854341430166, 0.029292855802499577, 0.01592057554210507, 0.0388222865086835, 0.014610727902671358, 0.04926370320460481]"
doc_00305,10005917,2002,19,1.0,unknown,2002,ENGINE AND ENGINE COOLING,,low,0,"[4.076073422694994e-308, 3.30623358206069e-308, 8.408640151758783e-308, 3.70374639831901e-308, 2.404034825361725e-308, 3.4315322311161305e-308, 1.975971723093331e-308, 2.696814941454068e-308, 2.2233751229088987e-308, 4.82380552835725e-308, 1.2838280726432536e-307, 1.419879297876717e-308, 1.4662641364682317e-308, 2.6877542079369427e-308, 9.399186986983628e-308, 1.3193586514778043e-308, 3.01388321603496e-308, 1.330259459545611e-308, 1.0]"
doc_00306,10003372,2002,7,1.0,unknown,2002,AIR BAGS,,low,0,"[3.294977059416783e-308, 1.4012965601087646e-308, 1.8989961179487297e-308, 1.219213796170866e-308, 1.2129781924642253e-308, 3.3189027434481016e-308, 1.0, 2.118067326511598e-308, 1.041229040850822e-307, 1.76016883947499e-308, 1.935871094239959e-308, 2.298866487635487e-308, 1.5841521175460173e-308, 5.098279919341755e-308, 1.6473874202545806e-308, 1.4058812699283637e-308, 1.2268448572738163e-308, 1.7931611780977e-308, 1.9473464815586497e-308]"
doc_00307,10004216,2002,19,0.5064771410953373,unknown,2002,ELECTRICAL SYSTEM,,low,0,"[0.025655062035072587, 0.022716818930139167, 0.05821040122066671, 0.023945277883801935, 0.015212992998800048, 0.02211942070521907, 0.011840642473669083, 0.01778230227587224, 0.013476154620997728, 0.035361490762287034, 0.061726408118017405, 0.008616226314488972, 0.009003345263016917, 0.016202416592073283, 0.04558259070652868, 0.00807679399004584, 0.020020941329628245, 0.008092078409488373, 0.5064771410953373]"
doc_00308,10002487,2002,7,0.7619050357431839,unknown,2002,AIR BAGS,,low,0,"[0.01563782360453214, 0.006824182566008952, 0.009171342974031625, 0.005941818737752246, 0.005909882626364371, 0.01578911757245609, 0.7619050357431839, 0.010206727827818373, 0.04220149995264451, 0.008537246386352046, 0.00939375138472501, 0.011195421463264741, 0.007740029210711806, 0.0227606211777089, 0.008007383245907189, 0.006877417991220788, 0.00598926769297947, 0.008788682182247732, 0.009459702902334813]"
doc_00309,10001870,2002,2,0.5879392553703088,unknown,2002,"FUEL SYSTEM, GASOLINE",,low,0,"[0.021658995283938182, 0.5879392553703088, 0.04066371774663403, 0.0340706987562131, 0.019067058154823048, 0.020238171496436017, 0.011039516448709574, 0.02576647420719664, 0.01247023311250284, 0.052002872554665576, 0.020945061508872355, 0.009353219643386944, 0.010350294325947501, 0.01388918057950113, 0.018810998876996988, 0.009450151628334487, 0.05592831093431632, 0.009033666995860818, 0.027322122375355612]"
doc_00310,770721,2002,7,1.0,unknown,2002,AIR BAGS,,low,1,"[3.3105355678303377e-308, 1.4103024966046414e-308, 1.9164122885163346e-308, 1.215039976435242e-308, 1.2077593718778813e-308, 3.4107184862474184e-308, 1.0, 2.172552469773766e-308, 1.173179984552129e-307, 1.76858694058103e-308, 1.911800969580647e-308, 2.284260723473487e-308, 1.5768735127862377e-308, 5.0397912337096e-308, 1.6265405724955883e-308, 1.3991631254624197e-308, 1.2293173040599654e-308, 1.781621798912409e-308, 1.9260150428088576e-308]"
doc_00311,767296,2002,1,0.023106264129978904,unknown,2002,VISIBILITY,,low,0,"[0.023106264129978904, 0.024152197954658977, 0.04183627541369011, 0.011475771779857051, 0.009387840179315632, 0.02767677064179318, 0.009514811531082686, 0.05200046835664546, 0.011463116779814006, 0.037597445712944114, 0.013422320926088848, 0.006398587233139808, 0.006653936777025691, 0.01347962263959038, 0.011023429987899711, 0.005854239087137509, 0.013844906804814486, 0.005915305481003511, 0.016585453838441386]"
doc_00312,758865,2002,12,0.01633195597232162,unknown,2002,"STEERING,ELECTRICAL SYSTEM",,high,2,"[0.05743033927020254, 0.013175435214286569, 0.020578213266115367, 0.011452643549026989, 0.010941461684450414, 0.03511468546688264, 0.037500799224330465, 0.02084219031025123, 0.065104946122211, 0.018805663771558883, 0.018595652468298324, 0.01633195597232162, 0.01246337015781918, 0.10661714318759645, 0.015039007713499907, 0.010676072787593372, 0.01120439965299885, 0.012864125405476627, 0.02017973423772149]"
doc_00313,758707,2002,10,0.282766152533154,unknown,2002,POWER TRAIN,,low,0,"[0.04617575356135902, 0.048576071451809304, 0.12152155996692225, 0.03069684769128853, 0.023812288061280166, 0.0388432192199976, 0.017437302185716565, 0.03825053175793658, 0.020478402248214622, 0.282766152533154, 0.03593973907900684, 0.012824589707975391, 0.013958404841853523, 0.02353130700377535, 0.028994875536824862, 0.012312180051404843, 0.031019382369054164, 0.012099900537993747, 0.05460670227257248]"
doc_00314,11491001,2003,1,0.03866870203584368,unknown,2003,UNKNOWN OR OTHER,,medium,1,"[0.03866870203584368, 0.025622459726020265, 0.06736047615604965, 0.02527211093669037, 0.01884266823689783, 0.03267001868021512, 0.017792591700864873, 0.023461034761091414, 0.01985570328233126, 0.043463918285651826, 0.07871932835945485, 0.01225042364336768, 0.012564592539280502, 0.023691797927604993, 0.05175962046414164, 0.011140150697398793, 0.02197426282407278, 0.011378561624460212, 0.3437369960944451]"
doc_00315,10950400,2003,9,1.0,unknown,2003,"AIR BAGS,UNKNOWN OR OTHER",,low,0,"[4.536634114134768e-308, 1.61807114188217e-308, 2.315721766723354e-308, 1.378371955174326e-308, 1.3422924475927947e-308, 4.530884231584656e-308, 1.0974340531529598e-307, 2.649242592946844e-308, 1.0, 2.1027158396455364e-308, 2.1902516423322314e-308, 2.398229329644302e-308, 1.6880412335689253e-308, 1.1229867391112075e-307, 1.8308632661650643e-308, 1.4799185510925613e-308, 1.385482608539668e-308, 1.8511228268583023e-308, 2.2368836788275504e-308]"
doc_00316,10720952,2003,2,0.09675134191842977,unknown,2003,"POWER TRAIN,ELECTRICAL SYSTEM",,low,0,"[0.023836420460179433, 0.09675134191842977, 0.04936836282837255, 0.03949897836369824, 0.02083761512405257, 0.02505118329407414, 0.012849665506512547, 0.02839435150253082, 0.014453512950068992, 0.06304255779852316, 0.027453085176163957, 0.010302453062404692, 0.011298491016446798, 0.016364948623888365, 0.023924716467808374, 0.010250032689378274, 0.05816833438313106, 0.009896979540652523, 0.03951057676096012]"
doc_00317,10720998,2003,7,0.38579812196976915,unknown,2003,AIR BAGS,,low,0,"[0.03124904281054731, 0.013266993252985816, 0.01813891255673474, 0.011317370408355435, 0.011210010919002115, 0.03282404200647243, 0.38579812196976915, 0.020881076717058137, 0.16165342682962247, 0.016573560033056628, 0.017727994668447888, 0.02087704418171091, 0.014495349046982525, 0.05005332124755824, 0.015095958959403171, 0.012871837540657596, 0.01147677982970032, 0.016272398443969428, 0.01780310355735422]"
doc_00318,10641837,2003,9,1.0,unknown,2003,"AIR BAGS,SEAT BELTS",,high,1,"[4.783818491050129e-308, 1.67598631053357e-308, 2.443344732247632e-308, 1.399503734359214e-308, 1.3352871855061987e-308, 4.766286968555904e-308, 9.458911702613686e-308, 2.8175380317465796e-308, 1.0, 2.1637748665211173e-308, 2.257031672468847e-308, 2.1927005589715913e-308, 1.610162424821922e-308, 9.607759821513023e-308, 1.8787152118977543e-308, 1.4167540995067526e-308, 1.4141217920415637e-308, 1.730855351154524e-308, 2.28219615488101e-308]"
doc_00319,10563596,2003,7,0.2215516277160668,unknown,2003,"SUSPENSION,AIR BAGS,WHEELS",,low,0,"[0.02082409462162863, 0.008721894947035944, 0.011887074137566848, 0.007439421149842688, 0.007431081679144093, 0.02182793480172856, 0.2215516277160668, 0.013664980650178345, 0.06529071696038802, 0.011007733614839253, 0.011584247778020076, 0.014208875119056733, 0.009802018230659692, 0.03001195524919435, 0.009803789880203709, 0.00865938545253214, 0.007569321595601785, 0.011049271440161558, 0.01179880346701045]"
doc_00320,10421190,2003,3,0.14599868509033984,unknown,2003,ELECTRICAL SYSTEM,,low,0,"[0.07342637115322166, 0.026991769507370474, 0.14599868509033984, 0.017993911091761728, 0.014161743564416428, 0.02695516070722919, 0.012948363798305596, 0.0275878305566573, 0.01597574542031791, 0.04836308005102367, 0.026327623274163554, 0.008609894087889812, 0.008904797126530136, 0.017914570220410302, 0.021194213472560515, 0.007900523946916427, 0.017563248959205573, 0.007931586353589681, 0.03272263986400129]"
doc_00321,10279464,2003,9,0.4451308493473912,unknown,2003,AIR BAGS,,low,0,"[0.025910760034297656, 0.010187684562555773, 0.014324649066541533, 0.00858648464892541, 0.0082098023882276, 0.027070492002493094, 0.10631616572091004, 0.01656711408755225, 0.4451308493473912, 0.012879587271818755, 0.013693265587511456, 0.01420834984450466, 0.010159239826042702, 0.047449341468408686, 0.011532756763029938, 0.008986394244817682, 0.008706802162859, 0.011162873244886457, 0.013756494503033808]"
