doc_name,thread_name,engine_group,dominant_topic,mileage_mentioned,mileage_confidence,gamma_vector
doc_00780,Golf 7 2017 1.6 Rolanti de hafif Titreme,unknown,9,NA,none,"[0.001590, 0.000421, 0.000872, 0.000860, 0.012531, 0.001172, 0.002055, 0.000719, 0.971704, 0.000372, 0.000460, 0.000769, 0.000487, 0.001575, 0.000424, 0.000598, 0.000570, 0.001582, 0.001206, 0.000032]"
doc_00781,Golf 7 7.5 led stop fren de takili kaliyo,unknown,16,NA,none,"[0.000173, 0.000111, 0.001280, 0.000595, 0.000844, 0.000613, 0.000672, 0.001814, 0.000736, 0.000364, 0.000657, 0.001083, 0.000645, 0.000598, 0.000303, 0.987554, 0.000347, 0.001283, 0.000189, 0.000140]"
doc_00782,Golf 7 90 beygir gitmiyor,unknown,14,149000,medium,"[0.012451, 0.006693, 0.270119, 0.012485, 0.053127, 0.010501, 0.011280, 0.005075, 0.025246, 0.004917, 0.013117, 0.008194, 0.008870, 0.515338, 0.002925, 0.009258, 0.004504, 0.010940, 0.014623, 0.000337]"
doc_00783,Golf 7 ABS Beyni online kodlama,unknown,5,NA,none,"[0.001503, 0.000208, 0.001653, 0.000843, 0.982939, 0.001579, 0.000806, 0.001249, 0.001226, 0.000283, 0.001049, 0.000723, 0.000497, 0.002320, 0.000368, 0.000904, 0.000890, 0.000489, 0.000386, 0.000085]"
doc_00784,Golf 7 AFS Sorunu,unknown,5,NA,none,"[0.001949, 0.000168, 0.000498, 0.000390, 0.992140, 0.000639, 0.000525, 0.000491, 0.000596, 0.000176, 0.000243, 0.000382, 0.000190, 0.000753, 0.000044, 0.000067, 0.000387, 0.000094, 0.000260, 0.000006]"
doc_00785,Golf 7 Adaptif Fara Led Ampul,unknown,11,300000,medium,"[0.000029, 0.000032, 0.000033, 0.000082, 0.000017, 0.000040, 0.000060, 0.000027, 0.000009, 0.000025, 0.998780, 0.000040, 0.000025, 0.000043, 0.000038, 0.000308, 0.000078, 0.000148, 0.000069, 0.000118]"
doc_00786,Golf 7 Aku Degisim Onerisi,1.4_TSI,11,2000,medium,"[0.000143, 0.000126, 0.000129, 0.000303, 0.000139, 0.000115, 0.000280, 0.000125, 0.000049, 0.000120, 0.995822, 0.000106, 0.000070, 0.000242, 0.000114, 0.001007, 0.000325, 0.000439, 0.000218, 0.000131]"
doc_00787,Golf 7 Aku Degisimi,1.4_TSI,5,NA,none,"[0.017864, 0.003977, 0.020286, 0.016829, 0.798087, 0.017425, 0.007684, 0.010940, 0.021345, 0.004804, 0.009034, 0.012292, 0.006713, 0.020225, 0.001936, 0.005567, 0.007861, 0.005170, 0.011635, 0.000329]"
doc_00788,Golf 7 Ambiyans Aydinlatma Sorunu,unknown,2,NA,none,"[0.000112, 0.988075, 0.000144, 0.000361, 0.000118, 0.000282, 0.000218, 0.000315, 0.000246, 0.000208, 0.003490, 0.000072, 0.000322, 0.000383, 0.000587, 0.001110, 0.000308, 0.002237, 0.000360, 0.001052]"
doc_00789,Golf 7 Amortisor sorunu,1.2_TSI,9,30000,medium,"[0.000644, 0.005926, 0.003220, 0.005656, 0.003037, 0.001168, 0.001703, 0.000946, 0.866376, 0.006595, 0.004934, 0.001264, 0.000554, 0.000777, 0.002312, 0.082399, 0.001594, 0.007068, 0.003314, 0.000514]"
doc_00790,Golf 7 Android Multimedya Problemleri,1.4_TSI,3,NA,none,"[0.000769, 0.000906, 0.981397, 0.000821, 0.002157, 0.000672, 0.000368, 0.001115, 0.001658, 0.001023, 0.001210, 0.000768, 0.000201, 0.000694, 0.000363, 0.001210, 0.000371, 0.001292, 0.002783, 0.000222]"
doc_00791,Golf 7 Antifiriz degisimi?,1.6_TDI,16,NA,none,"[0.000221, 0.001004, 0.000336, 0.000851, 0.000471, 0.000539, 0.000481, 0.001367, 0.000624, 0.000485, 0.074742, 0.000217, 0.000446, 0.001240, 0.000367, 0.911389, 0.000506, 0.002620, 0.000324, 0.001769]"
doc_00792,Golf 7 Ara Ara Titreme,1.2_TSI,17,60000,medium,"[0.002132, 0.000375, 0.001671, 0.001549, 0.004735, 0.001580, 0.002295, 0.001947, 0.001766, 0.000674, 0.063837, 0.001223, 0.001091, 0.002375, 0.000691, 0.001588, 0.905876, 0.003329, 0.001101, 0.000166]"
doc_00793,Golf 7 Arac Calismama - Mars Kesmesi,unknown,6,239000,medium,"[0.000505, 0.000561, 0.000569, 0.389343, 0.002080, 0.593590, 0.001345, 0.000602, 0.000747, 0.000555, 0.001141, 0.000852, 0.000701, 0.000776, 0.001195, 0.001073, 0.000553, 0.001779, 0.001237, 0.000792]"
doc_00794,Golf 7 Arac Icine Su Aliyor - COZULEMEDI,unknown,5,NA,none,"[0.002817, 0.008001, 0.001342, 0.004570, 0.942269, 0.002834, 0.000620, 0.003915, 0.003991, 0.002681, 0.004705, 0.000565, 0.000798, 0.004812, 0.000732, 0.007623, 0.001870, 0.002706, 0.002019, 0.001130]"
doc_00795,Golf 7 Araca 7.5 animasyonlu led stop park fren hatasi,1.2_TSI,6,NA,none,"[0.002067, 0.001010, 0.001880, 0.003205, 0.013875, 0.956617, 0.001637, 0.001173, 0.002713, 0.000948, 0.001732, 0.001897, 0.001459, 0.002594, 0.000576, 0.000917, 0.001212, 0.001932, 0.002457, 0.000098]"
doc_00796,Golf 7 Araci p konumunda terk edin hatasi,unknown,12,NA,none,"[0.000279, 0.000250, 0.001561, 0.000680, 0.000335, 0.000696, 0.000357, 0.001069, 0.000486, 0.000682, 0.053568, 0.931708, 0.000261, 0.000673, 0.000650, 0.002081, 0.000468, 0.001632, 0.001205, 0.001360]"
doc_00797,Golf 7 Aracimda Devir Surekli 1000 veya 1050 devirde.,1.6_TDI,7,NA,none,"[0.001077, 0.001644, 0.004876, 0.003871, 0.002324, 0.004106, 0.821134, 0.001407, 0.003215, 0.002418, 0.004028, 0.002577, 0.003474, 0.002133, 0.006809, 0.004494, 0.003351, 0.124404, 0.001757, 0.000903]"
doc_00798,Golf 7 Aracimdan Gelen Garip Ses,unknown,15,NA,none,"[0.000362, 0.001682, 0.000066, 0.000243, 0.000150, 0.000376, 0.000182, 0.000171, 0.000379, 0.000701, 0.000480, 0.000063, 0.000338, 0.000437, 0.963620, 0.001148, 0.000241, 0.002529, 0.000459, 0.026372]"
doc_00799,Golf 7 Aractaki Su Eksiltme Sorunu Videolu,1.2_TSI,2,NA,none,"[0.000058, 0.994331, 0.000093, 0.000243, 0.000086, 0.000191, 0.000141, 0.000241, 0.000153, 0.000234, 0.000250, 0.000041, 0.000200, 0.000214, 0.000478, 0.000930, 0.000157, 0.000823, 0.000226, 0.000911]"
doc_00800,Golf 7 Ariza Sandik Motor,1.2_TSI,4,5000,medium,"[0.005759, 0.002315, 0.006294, 0.878115, 0.038135, 0.006668, 0.004684, 0.004661, 0.009958, 0.003145, 0.004791, 0.005530, 0.003112, 0.006479, 0.000866, 0.002955, 0.003004, 0.004518, 0.008871, 0.000142]"
doc_00801,Golf 7 Arka Cam Rezistansi Arizasi,unknown,9,NA,none,"[0.001675, 0.001041, 0.003131, 0.003131, 0.009907, 0.001957, 0.001867, 0.000808, 0.959969, 0.001110, 0.001587, 0.001635, 0.001053, 0.002247, 0.000765, 0.001530, 0.001253, 0.002060, 0.003189, 0.000086]"
doc_00802,Golf 7 Arka Kapi Tiz Hoparlor Yerinden Cikti,unknown,11,NA,none,"[0.001856, 0.000545, 0.001087, 0.001509, 0.003723, 0.002153, 0.421825, 0.000874, 0.002260, 0.000359, 0.550931, 0.001346, 0.001900, 0.002862, 0.000636, 0.001114, 0.001535, 0.001591, 0.001300, 0.000596]"
doc_00803,Golf 7 Arka Kapidaki Hoparlor Yalitimi Nedeniyle Ic Paspasa Su Akmasi,unknown,3,3000,range,"[0.002869, 0.001496, 0.953450, 0.002127, 0.016133, 0.001670, 0.001623, 0.000927, 0.003442, 0.000542, 0.001414, 0.000968, 0.001546, 0.002833, 0.000386, 0.001904, 0.001077, 0.002869, 0.002653, 0.000072]"
doc_00804,Golf 7 Arka Silecek Aralikli Calisma Sorunu,unknown,5,NA,none,"[0.001804, 0.003952, 0.004300, 0.003672, 0.861077, 0.003102, 0.001989, 0.003608, 0.001061, 0.005998, 0.006233, 0.001507, 0.000660, 0.002504, 0.002769, 0.087125, 0.002742, 0.003555, 0.001204, 0.001137]"
doc_00805,Golf 7 Arka Stop Yanmiyor,1.4_TSI,2,NA,none,"[0.000051, 0.995420, 0.000079, 0.000210, 0.000073, 0.000164, 0.000119, 0.000203, 0.000130, 0.000191, 0.000210, 0.000034, 0.000181, 0.000183, 0.000428, 0.000621, 0.000141, 0.000766, 0.000208, 0.000588]"
doc_00806,Golf 7 Arka amortisor degisimi sonrasi ses ve sertlik,1.2_TSI,14,60000,medium,"[0.001217, 0.000479, 0.003076, 0.001862, 0.003932, 0.001998, 0.001740, 0.000948, 0.002066, 0.001215, 0.004075, 0.001800, 0.002125, 0.780882, 0.002141, 0.002758, 0.001351, 0.185039, 0.001224, 0.000071]"
doc_00807,Golf 7 Auto Hold Arizasi,unknown,18,NA,none,"[0.000088, 0.001540, 0.000181, 0.000431, 0.000079, 0.000294, 0.000105, 0.000285, 0.000205, 0.000539, 0.000906, 0.000099, 0.390601, 0.000349, 0.001693, 0.001900, 0.000353, 0.598967, 0.000420, 0.000963]"
doc_00808,Golf 7 Auto Hold Sorun,1.2_TSI,1,50000,medium,"[0.979378, 0.000257, 0.001207, 0.000785, 0.004269, 0.000958, 0.000672, 0.001144, 0.000776, 0.000435, 0.001824, 0.000559, 0.000625, 0.001819, 0.001369, 0.000541, 0.000909, 0.001020, 0.001311, 0.000143]"
doc_00809,Golf 7 Bagaj Kapagi Amortisoru hk.,unknown,17,NA,none,"[0.002146, 0.000607, 0.001708, 0.001532, 0.035184, 0.001970, 0.002386, 0.002081, 0.002243, 0.001118, 0.002732, 0.001128, 0.000967, 0.001842, 0.001060, 0.001310, 0.936461, 0.002544, 0.000843, 0.000137]"
doc_00810,Golf 7 Bagaj Kilidi Sorunu,unknown,5,2000,medium,"[0.001566, 0.000240, 0.001708, 0.000991, 0.980577, 0.001928, 0.000962, 0.001466, 0.001388, 0.000332, 0.001222, 0.000816, 0.000554, 0.002755, 0.000424, 0.000936, 0.001025, 0.000564, 0.000449, 0.000098]"
doc_00811,Golf 7 Bagaj Kilidinin Dislisi Yalama Yapti Gecici Cozum,unknown,7,NA,none,"[0.000015, 0.000013, 0.000332, 0.000040, 0.000034, 0.000271, 0.996882, 0.000182, 0.000192, 0.000200, 0.000379, 0.000105, 0.000010, 0.000047, 0.000318, 0.000266, 0.000011, 0.000354, 0.000195, 0.000153]"
doc_00812,Golf 7 Bagaj Su Sorunu Cozumlu Video,1.6_TDI,5,15000,medium,"[0.020841, 0.005527, 0.018179, 0.045657, 0.469312, 0.017078, 0.012743, 0.022113, 0.027981, 0.009176, 0.015478, 0.220138, 0.013208, 0.028984, 0.003085, 0.034513, 0.008378, 0.011618, 0.015506, 0.000485]"
doc_00813,Golf 7 Basic Bi Xenon Far Arizasi Hakkinda,unknown,5,NA,none,"[0.003357, 0.000699, 0.002339, 0.002980, 0.493041, 0.002907, 0.002224, 0.002302, 0.003500, 0.470378, 0.000590, 0.002723, 0.001218, 0.003841, 0.000655, 0.001286, 0.002478, 0.001059, 0.002332, 0.000090]"
doc_00814,Golf 7 Basic Bi-Xenon Sonradan U led Ariza,unknown,4,NA,none,"[0.279989, 0.005523, 0.006891, 0.538699, 0.054827, 0.007610, 0.015642, 0.008895, 0.011389, 0.006297, 0.007490, 0.007097, 0.005380, 0.009446, 0.001911, 0.001395, 0.008044, 0.007675, 0.015676, 0.000126]"
doc_00815,Golf 7 Basic Bi-Xenon sararma-lekelenme?,unknown,5,NA,none,"[0.022200, 0.003336, 0.006504, 0.007221, 0.876659, 0.008707, 0.011765, 0.005960, 0.010876, 0.003349, 0.004240, 0.006378, 0.003743, 0.012298, 0.000881, 0.001142, 0.006102, 0.002672, 0.005888, 0.000081]"
doc_00816,Golf 7 Basic Bixenon Gunduz Ledi Sondu,unknown,15,NA,none,"[0.000095, 0.000488, 0.000243, 0.000224, 0.000029, 0.000188, 0.000146, 0.000055, 0.000088, 0.000843, 0.000260, 0.000146, 0.000224, 0.000058, 0.875605, 0.001765, 0.000282, 0.118418, 0.000261, 0.000579]"
doc_00817,Golf 7 Baski balata maliyeti,1.4_TSI,5,10000,medium,"[0.008016, 0.003294, 0.405908, 0.009008, 0.500423, 0.007020, 0.005444, 0.004566, 0.011899, 0.002039, 0.004301, 0.003957, 0.003895, 0.010369, 0.000959, 0.004508, 0.003575, 0.004011, 0.006580, 0.000226]"
doc_00818,Golf 7 Bcm Unitesi Model Ogrenme,unknown,1,NA,none,"[0.968862, 0.000696, 0.001261, 0.001276, 0.011594, 0.001156, 0.001674, 0.001173, 0.001564, 0.000819, 0.001234, 0.000965, 0.000794, 0.001692, 0.000568, 0.000131, 0.001220, 0.000799, 0.002493, 0.000027]"
doc_00819,"Golf 7 Bi-Xenon D3S Ampul, Mercek Kirliligi ve Kalibrasyon",unknown,19,NA,none,"[0.379069, 0.001831, 0.003700, 0.003034, 0.178970, 0.002851, 0.002618, 0.002377, 0.003975, 0.001646, 0.002582, 0.002205, 0.001906, 0.003513, 0.000959, 0.000219, 0.002068, 0.001233, 0.405158, 0.000086]"
doc_00820,Golf 7 Bi-xenon Ampul Hk.,unknown,5,NA,none,"[0.012399, 0.003258, 0.000018, 0.002876, 0.949432, 0.004310, 0.001449, 0.003268, 0.002776, 0.002156, 0.000216, 0.000027, 0.000066, 0.002903, 0.000473, 0.008218, 0.003349, 0.000506, 0.001375, 0.000925]"
doc_00821,Golf 7 Bi-xenon Gunduz Far Sorunu,unknown,14,NA,none,"[0.001113, 0.000393, 0.001390, 0.001150, 0.005494, 0.001074, 0.000732, 0.000469, 0.001332, 0.000598, 0.001564, 0.001194, 0.000788, 0.979855, 0.000279, 0.000579, 0.000302, 0.000577, 0.001092, 0.000024]"
doc_00822,Golf 7 Cam Dugmesi,unknown,13,NA,none,"[0.003710, 0.001829, 0.001649, 0.002269, 0.015334, 0.001835, 0.003905, 0.001637, 0.002068, 0.001185, 0.001316, 0.002077, 0.950786, 0.002623, 0.000540, 0.000398, 0.001420, 0.002480, 0.002904, 0.000035]"
doc_00823,Golf 7 Cam Filmi,unknown,13,NA,none,"[0.000179, 0.000225, 0.000435, 0.000262, 0.000445, 0.000389, 0.000296, 0.000254, 0.000210, 0.000142, 0.000427, 0.000362, 0.993019, 0.000377, 0.000582, 0.000446, 0.000205, 0.001142, 0.000402, 0.000200]"
doc_00824,Golf 7 Cam Tavan On Kismi Soyulmaya Basladi,unknown,3,44000,medium,"[0.001374, 0.000955, 0.976797, 0.001289, 0.006443, 0.000821, 0.000872, 0.000458, 0.001928, 0.000276, 0.000746, 0.000470, 0.001008, 0.001349, 0.000205, 0.001174, 0.000565, 0.001720, 0.001509, 0.000040]"
doc_00825,Golf 7 Cam Tavan Ses Sorunu,unknown,5,NA,none,"[0.001342, 0.000306, 0.002025, 0.001078, 0.979230, 0.002459, 0.000796, 0.001240, 0.001192, 0.000362, 0.001185, 0.001196, 0.000809, 0.001826, 0.000793, 0.001255, 0.001023, 0.000797, 0.000555, 0.000528]"
doc_00826,Golf 7 Cam tek tusda Acma/Kapama adaptasyon sorunu,unknown,18,NA,none,"[0.010194, 0.001826, 0.008254, 0.011351, 0.084589, 0.009448, 0.016929, 0.007643, 0.013750, 0.003077, 0.002522, 0.007974, 0.006574, 0.009820, 0.003675, 0.003180, 0.006215, 0.787786, 0.005114, 0.000077]"
doc_00827,Golf 7 Camdaki Kireclenme,unknown,12,NA,none,"[0.021187, 0.005639, 0.003952, 0.010689, 0.088012, 0.009178, 0.015388, 0.005538, 0.011119, 0.006546, 0.007653, 0.767638, 0.006690, 0.012509, 0.001580, 0.001954, 0.007733, 0.007242, 0.009638, 0.000116]"
doc_00828,Golf 7 Carplay 2015 Full yazilim ve Crackli,unknown,3,NA,none,"[0.002287, 0.002293, 0.937428, 0.001574, 0.003432, 0.001491, 0.001392, 0.005060, 0.002623, 0.003674, 0.004822, 0.002791, 0.000621, 0.007829, 0.002792, 0.005849, 0.001271, 0.004942, 0.006471, 0.001358]"
doc_00829,Golf 7 Cekis Dusuklugu,1.6_TDI,8,240000,medium,"[0.000173, 0.001290, 0.000033, 0.000392, 0.000287, 0.000196, 0.000108, 0.988164, 0.000076, 0.000357, 0.000716, 0.000043, 0.000229, 0.000191, 0.000368, 0.004988, 0.000322, 0.001322, 0.000180, 0.000565]"
doc_00830,Golf 7 Cekis Dusuklugu,1.2_TSI,5,90000,medium,"[0.356060, 0.000347, 0.001058, 0.000630, 0.628337, 0.001237, 0.001381, 0.001430, 0.000960, 0.000444, 0.001279, 0.000682, 0.000528, 0.002077, 0.000699, 0.000251, 0.001284, 0.000565, 0.000680, 0.000073]"
doc_00831,Golf 7 Cift U led Far Sorunu,unknown,5,NA,none,"[0.002920, 0.000559, 0.003090, 0.002352, 0.968771, 0.002776, 0.001048, 0.001991, 0.003112, 0.000666, 0.001244, 0.001968, 0.000887, 0.004286, 0.000262, 0.000823, 0.001168, 0.000506, 0.001515, 0.000056]"
doc_00832,Golf 7 Cikma Arka Bagaj Amblemi,unknown,7,NA,none,"[0.000484, 0.000359, 0.000200, 0.008270, 0.008585, 0.000642, 0.955542, 0.002129, 0.000972, 0.000792, 0.000534, 0.000254, 0.003046, 0.008266, 0.002519, 0.001668, 0.003095, 0.002257, 0.000312, 0.000075]"
doc_00833,Golf 7 Comfortline Standart MedyaPlayer Huwai Telefon Sorunu,unknown,6,NA,none,"[0.009193, 0.003173, 0.002865, 0.004500, 0.159362, 0.770158, 0.008814, 0.002573, 0.008624, 0.002062, 0.002759, 0.003618, 0.002364, 0.008219, 0.000849, 0.000730, 0.003007, 0.002572, 0.004472, 0.000086]"
doc_00834,Golf 7 Composition 6.5 Media,unknown,14,NA,none,"[0.007258, 0.001590, 0.002906, 0.002835, 0.184630, 0.003299, 0.004972, 0.001832, 0.004258, 0.001849, 0.003509, 0.003156, 0.002035, 0.769386, 0.000533, 0.000642, 0.001553, 0.001228, 0.002495, 0.000034]"
doc_00835,Golf 7 Confortline araca Higline far montaj,unknown,20,NA,none,"[0.001435, 0.000736, 0.002857, 0.001418, 0.002470, 0.368302, 0.001267, 0.000434, 0.001936, 0.001189, 0.002185, 0.001744, 0.001997, 0.001229, 0.008991, 0.001510, 0.001696, 0.047728, 0.001983, 0.548894]"
doc_00836,Golf 7 DSG Hakkinda ve Usta Hakkinda Oneri,unknown,6,129000,high,"[0.000471, 0.000394, 0.000749, 0.000773, 0.002143, 0.983223, 0.000830, 0.000463, 0.000680, 0.000341, 0.001086, 0.000776, 0.000729, 0.000845, 0.001076, 0.001585, 0.000571, 0.002041, 0.000662, 0.000562]"
doc_00837,Golf 7 DSG Problemi,unknown,4,NA,none,"[0.000209, 0.003492, 0.000251, 0.613236, 0.000247, 0.000837, 0.000336, 0.000639, 0.000678, 0.001476, 0.001953, 0.000197, 0.000640, 0.000595, 0.002730, 0.004033, 0.000835, 0.364571, 0.001052, 0.001993]"
doc_00838,Golf 7 Debriyaj Merkez Degisimi Sonrasi Vites Gecislerinde Sorun,1.2_TSI,17,120000,medium,"[0.000655, 0.000271, 0.000617, 0.000697, 0.002106, 0.000511, 0.000440, 0.000548, 0.000859, 0.000546, 0.000628, 0.000488, 0.000314, 0.000306, 0.000157, 0.000224, 0.989046, 0.001082, 0.000490, 0.000014]"
doc_00839,Golf 7 Debriyaj Pedal Yardimi,unknown,4,NA,none,"[0.003784, 0.000914, 0.001195, 0.903305, 0.060802, 0.002360, 0.004892, 0.002246, 0.002252, 0.001178, 0.002489, 0.001464, 0.001160, 0.003879, 0.000651, 0.000887, 0.001958, 0.002782, 0.001732, 0.000071]"
doc_00840,Golf 7 Depo kapagimin kilidi acilmiyor,unknown,15,NA,none,"[0.026956, 0.004742, 0.003508, 0.004013, 0.025049, 0.005995, 0.011365, 0.002116, 0.011083, 0.005694, 0.001169, 0.004697, 0.006227, 0.007697, 0.855763, 0.000467, 0.004648, 0.010597, 0.008005, 0.000211]"
doc_00841,Golf 7 Direksiyon Boyama,unknown,1,NA,none,"[0.891361, 0.000948, 0.003857, 0.002520, 0.006984, 0.002688, 0.002104, 0.002227, 0.003455, 0.001517, 0.003422, 0.001989, 0.003118, 0.004225, 0.033549, 0.001711, 0.002909, 0.027314, 0.003674, 0.000429]"
doc_00842,Golf 7 Direksiyon Gicirtisi,unknown,14,NA,none,"[0.001296, 0.000277, 0.000659, 0.000388, 0.004882, 0.001467, 0.001792, 0.000667, 0.000958, 0.000321, 0.001279, 0.000960, 0.000951, 0.978759, 0.001295, 0.000954, 0.000320, 0.001998, 0.000544, 0.000233]"
doc_00843,Golf 7 Direksiyon Korna Sorunu - Airbag yerine tam oturmuyor,unknown,10,NA,none,"[0.005416, 0.001240, 0.002788, 0.004762, 0.011637, 0.003935, 0.006613, 0.002327, 0.005139, 0.808017, 0.002762, 0.004072, 0.003121, 0.113648, 0.005383, 0.004363, 0.003783, 0.005733, 0.004880, 0.000379]"
doc_00844,Golf 7 Direksiyon Ses Kisma Tusu Kirildi,unknown,5,NA,none,"[0.005485, 0.003024, 0.047524, 0.004453, 0.367021, 0.008974, 0.002448, 0.009235, 0.089797, 0.011774, 0.007980, 0.008000, 0.002169, 0.008117, 0.268017, 0.016100, 0.005448, 0.115499, 0.008402, 0.010534]"
doc_00845,Golf 7 Direksiyon Ses Problemi,1.6_TDI,15,NA,none,"[0.009435, 0.003335, 0.009273, 0.006234, 0.019206, 0.007988, 0.010510, 0.003523, 0.217489, 0.004508, 0.005221, 0.004289, 0.007178, 0.012517, 0.635099, 0.006663, 0.006079, 0.021815, 0.008052, 0.001585]"
doc_00846,Golf 7 Direksiyon citirtisi,unknown,15,NA,none,"[0.010478, 0.002030, 0.001553, 0.001812, 0.012218, 0.002724, 0.005198, 0.000912, 0.005877, 0.002703, 0.000463, 0.002051, 0.002650, 0.003508, 0.934410, 0.000203, 0.002119, 0.005071, 0.003910, 0.000112]"
doc_00847,Golf 7 Direksiyon elektrik destegi,unknown,15,NA,none,"[0.000216, 0.001783, 0.000050, 0.000300, 0.000017, 0.000057, 0.000378, 0.000026, 0.000062, 0.000096, 0.000035, 0.000040, 0.000062, 0.000047, 0.995262, 0.000170, 0.000030, 0.001057, 0.000068, 0.000243]"
doc_00848,Golf 7 Direksiyonu Cevirince Gelen Ses,1.5_TSI,3,50000,high,"[0.001772, 0.001824, 0.947716, 0.002085, 0.005689, 0.002569, 0.002317, 0.000910, 0.002674, 0.000589, 0.002468, 0.001072, 0.002834, 0.002700, 0.002462, 0.005244, 0.001592, 0.009344, 0.002990, 0.001148]"
doc_00849,Golf 7 Direksiyonun Altindan Gelen Trim Sesi,unknown,11,NA,none,"[0.000100, 0.000020, 0.000926, 0.000138, 0.000062, 0.000167, 0.000121, 0.000269, 0.000126, 0.000048, 0.995803, 0.000291, 0.000052, 0.000201, 0.000074, 0.000412, 0.000144, 0.000246, 0.000313, 0.000486]"
doc_00850,Golf 7 Dizel - Sabah Gec Alma Sorunu,1.6_TDI,6,75000,medium,"[0.000317, 0.000612, 0.002808, 0.000695, 0.000810, 0.976739, 0.000431, 0.001201, 0.000681, 0.001694, 0.001808, 0.001220, 0.000230, 0.000529, 0.001777, 0.001366, 0.000456, 0.002052, 0.002076, 0.002498]"
doc_00851,Golf 7 Dpf iptali sonrasi motor ariza isigi,1.6_TDI,3,NA,none,"[0.000704, 0.000673, 0.634996, 0.000881, 0.001360, 0.001394, 0.000865, 0.000343, 0.001423, 0.000383, 0.001007, 0.000598, 0.001679, 0.000912, 0.002569, 0.002554, 0.001152, 0.345070, 0.001023, 0.000415]"
doc_00852,Golf 7 Dsg 1. Viteste yuksek devir durumu,unknown,10,65000,medium,"[0.001183, 0.002976, 0.000153, 0.001690, 0.000606, 0.001462, 0.001364, 0.001041, 0.001157, 0.841131, 0.058012, 0.000455, 0.001162, 0.003173, 0.053540, 0.005489, 0.002124, 0.014066, 0.001866, 0.007351]"
doc_00853,Golf 7 Dsg Arizasi ve Agir Bakimlar,1.2_TSI,11,70000,range,"[0.072911, 0.001285, 0.006056, 0.005503, 0.009951, 0.006267, 0.014463, 0.003894, 0.004886, 0.001463, 0.541810, 0.005558, 0.034077, 0.013397, 0.004564, 0.002355, 0.007059, 0.257139, 0.007042, 0.000321]"
doc_00854,Golf 7 Dsg arizasi,unknown,18,NA,none,"[0.000570, 0.000425, 0.004949, 0.001587, 0.000969, 0.001759, 0.001003, 0.000640, 0.002163, 0.000832, 0.001306, 0.001716, 0.002538, 0.001023, 0.003073, 0.003687, 0.001635, 0.968697, 0.001141, 0.000285]"
doc_00855,Golf 7 Dsg diesel rolanti titreme ?,unknown,18,NA,none,"[0.000298, 0.002434, 0.000391, 0.001259, 0.000363, 0.000534, 0.000304, 0.000665, 0.000872, 0.001194, 0.002065, 0.000120, 0.000718, 0.001127, 0.002155, 0.005192, 0.000958, 0.978350, 0.000585, 0.000416]"
doc_00856,Golf 7 Dusuk Devirlerde Cikan Zirilti Sesi Cozumu,1.2_TSI,2,NA,none,"[0.000724, 0.978760, 0.002053, 0.001129, 0.002454, 0.001175, 0.001883, 0.001278, 0.001483, 0.000389, 0.000448, 0.000803, 0.001274, 0.001436, 0.000819, 0.000604, 0.000959, 0.001186, 0.001062, 0.000080]"
doc_00857,Golf 7 Egzozdan Gelen Ses,unknown,14,NA,none,"[0.001021, 0.000327, 0.001283, 0.000918, 0.005388, 0.001190, 0.001193, 0.000593, 0.001165, 0.000550, 0.002401, 0.000848, 0.000832, 0.977938, 0.000819, 0.001157, 0.000441, 0.001151, 0.000715, 0.000069]"
doc_00858,Golf 7 Ekran Montaji Hk.,unknown,15,NA,none,"[0.000445, 0.002970, 0.000487, 0.000964, 0.000525, 0.417065, 0.000757, 0.000344, 0.000241, 0.002412, 0.001565, 0.000623, 0.000458, 0.000373, 0.549894, 0.009655, 0.000754, 0.004792, 0.001173, 0.004505]"
doc_00859,Golf 7 Elektrikli Su Pompasi Arizasi,1.4_TSI,16,NA,none,"[0.001802, 0.001255, 0.006890, 0.004648, 0.009660, 0.004285, 0.004368, 0.073223, 0.006398, 0.002040, 0.004313, 0.004215, 0.004231, 0.004831, 0.002425, 0.852091, 0.003175, 0.007232, 0.002042, 0.000875]"
doc_00860,Golf 7 Epc Isigi Hk.,unknown,11,NA,none,"[0.000246, 0.000943, 0.000275, 0.000838, 0.000346, 0.000510, 0.000535, 0.001114, 0.000570, 0.000312, 0.656769, 0.000229, 0.000404, 0.001280, 0.000281, 0.330441, 0.000562, 0.002255, 0.000362, 0.001727]"
doc_00861,Golf 7 Epc isigi ve start stop hatasi,1.2_TSI,8,NA,none,"[0.001777, 0.000333, 0.001256, 0.001970, 0.004494, 0.001198, 0.002007, 0.812888, 0.001011, 0.000258, 0.155326, 0.001098, 0.001295, 0.003128, 0.000264, 0.007122, 0.002069, 0.001414, 0.001005, 0.000086]"
doc_00862,Golf 7 Epc ve Motor Ariza Uyarisi,unknown,5,90000,medium,"[0.003384, 0.000536, 0.003239, 0.002137, 0.969947, 0.002779, 0.001047, 0.001903, 0.002981, 0.000677, 0.001223, 0.001817, 0.000912, 0.003036, 0.000257, 0.000781, 0.001217, 0.000501, 0.001567, 0.000058]"
doc_00863,Golf 7 FAR SIGORTASI NEREDE,unknown,5,NA,none,"[0.006382, 0.001782, 0.004455, 0.005534, 0.570407, 0.004715, 0.002711, 0.371448, 0.005018, 0.001596, 0.002838, 0.003859, 0.002433, 0.004751, 0.000482, 0.003543, 0.003504, 0.001249, 0.003212, 0.000078]"
