doc_name,thread_name,engine_group,dominant_topic,mileage_mentioned,mileage_confidence,gamma_vector
doc_01449,Motip klima temizleme kopugu,unknown,12,3000,medium,"[0.000183, 0.000157, 0.000160, 0.000323, 0.000637, 0.000409, 0.000262, 0.000173, 0.000228, 0.000205, 0.000461, 0.993716, 0.000369, 0.000377, 0.000377, 0.000565, 0.000227, 0.000723, 0.000284, 0.000164]"
doc_01450,Motor Asiri Isindi Uyarisi ve Yag havalandirma Hortumu Yag Kacagi,unknown,11,200000,medium,"[0.000364, 0.000133, 0.064477, 0.000344, 0.000281, 0.000492, 0.000456, 0.000587, 0.000421, 0.000155, 0.925423, 0.000573, 0.000175, 0.000599, 0.000321, 0.000957, 0.000426, 0.001112, 0.001188, 0.001517]"
doc_01451,Motor Isininca Sarsinti,1.6_TDI,17,NA,none,"[0.002135, 0.000715, 0.001689, 0.001792, 0.005690, 0.001378, 0.001219, 0.001529, 0.002283, 0.001416, 0.001718, 0.001353, 0.000898, 0.001029, 0.000412, 0.000626, 0.970615, 0.002043, 0.001422, 0.000039]"
doc_01452,Motor Kismi Temizligi,unknown,3,NA,none,"[0.000696, 0.000702, 0.979707, 0.000582, 0.002264, 0.000874, 0.000929, 0.000360, 0.001074, 0.000194, 0.001118, 0.000384, 0.001025, 0.001122, 0.000820, 0.003194, 0.000600, 0.002981, 0.000872, 0.000501]"
doc_01453,Motor Sicakligi Sabit Tutulamadi,1.6_TDI,7,102000,medium,"[0.013404, 0.007928, 0.007156, 0.011761, 0.022740, 0.008017, 0.781887, 0.004079, 0.016152, 0.021547, 0.003922, 0.007286, 0.007663, 0.013267, 0.041256, 0.001901, 0.006632, 0.014825, 0.008407, 0.000171]"
doc_01454,Motor Yag Uyarisi,unknown,5,5000,high,"[0.005041, 0.002964, 0.151289, 0.007249, 0.719952, 0.013354, 0.004611, 0.004081, 0.006510, 0.001719, 0.004998, 0.004694, 0.006515, 0.030375, 0.005091, 0.007929, 0.004973, 0.006977, 0.008569, 0.003107]"
doc_01455,Motor ariza kodu P13d5,unknown,7,NA,none,"[0.000658, 0.001118, 0.003145, 0.002334, 0.002550, 0.002624, 0.903302, 0.002153, 0.002475, 0.002010, 0.003711, 0.002335, 0.002197, 0.002000, 0.002017, 0.058421, 0.001591, 0.003422, 0.001036, 0.000900]"
doc_01456,Motor calistirma,unknown,18,NA,none,"[0.000265, 0.001416, 0.000768, 0.001770, 0.000305, 0.000863, 0.000528, 0.001357, 0.000968, 0.000788, 0.114523, 0.000382, 0.000947, 0.001545, 0.001051, 0.425114, 0.000996, 0.443694, 0.000618, 0.002100]"
doc_01457,Motor hava giris hortumu,unknown,16,NA,none,"[0.003421, 0.001921, 0.344971, 0.005406, 0.014420, 0.004170, 0.007005, 0.007716, 0.009046, 0.002201, 0.006722, 0.003524, 0.004582, 0.008529, 0.002159, 0.549110, 0.004082, 0.017802, 0.002860, 0.000353]"
doc_01458,Motor ikaz ve start stop ariza verme..,unknown,18,NA,none,"[0.000756, 0.000854, 0.007516, 0.001379, 0.000243, 0.002195, 0.000621, 0.001798, 0.002073, 0.004685, 0.001637, 0.002571, 0.001263, 0.000707, 0.340657, 0.002295, 0.001534, 0.617280, 0.006852, 0.003084]"
doc_01459,Motor isigi yanip yanip sonuyor.,1.2_TSI,7,1000,high,"[0.000043, 0.000277, 0.000896, 0.000256, 0.000068, 0.000278, 0.992664, 0.000383, 0.000241, 0.000719, 0.000683, 0.000333, 0.000072, 0.000109, 0.000734, 0.000692, 0.000144, 0.000438, 0.000323, 0.000648]"
doc_01460,Motor isininca motordan gelen Cok sallanti sorunu,unknown,4,NA,none,"[0.000115, 0.000252, 0.001104, 0.989339, 0.000153, 0.000479, 0.000239, 0.000696, 0.000346, 0.000809, 0.000915, 0.000610, 0.000094, 0.000166, 0.000630, 0.000649, 0.000187, 0.001005, 0.001304, 0.000906]"
doc_01461,Motor kismindan gelen ses,1.6_TDI,16,74000,high,"[0.000169, 0.001862, 0.155156, 0.001157, 0.000408, 0.000562, 0.000729, 0.000611, 0.000354, 0.001842, 0.002545, 0.000537, 0.000724, 0.000340, 0.002035, 0.723892, 0.000862, 0.104427, 0.000668, 0.001118]"
doc_01462,Motor sicakligi dususu,1.6_TDI,6,NA,none,"[0.000597, 0.001158, 0.007664, 0.001583, 0.001524, 0.602628, 0.000949, 0.253375, 0.001184, 0.003126, 0.002690, 0.001843, 0.000606, 0.000825, 0.001808, 0.107571, 0.001091, 0.004845, 0.001788, 0.003145]"
doc_01463,Motor suyuna yag karismis olma ihtimali,1.6_TDI,3,NA,none,"[0.000937, 0.000998, 0.965684, 0.000975, 0.003235, 0.001256, 0.001348, 0.000651, 0.001534, 0.000331, 0.001495, 0.000693, 0.001421, 0.001472, 0.001135, 0.009281, 0.000840, 0.004456, 0.001566, 0.000694]"
doc_01464,Motor titremesi ve gaz yememesi,1.4_TSI,7,60000,medium,"[0.000109, 0.000529, 0.004273, 0.000380, 0.000160, 0.000599, 0.981233, 0.000815, 0.000484, 0.001112, 0.001257, 0.000620, 0.000153, 0.000271, 0.003399, 0.001578, 0.000302, 0.000977, 0.000619, 0.001131]"
doc_01465,Motor titresimi,1.6_TDI,4,70000,medium,"[0.000800, 0.005211, 0.000154, 0.622622, 0.001819, 0.000827, 0.000802, 0.001574, 0.001358, 0.349639, 0.001399, 0.000369, 0.000464, 0.001628, 0.000676, 0.003691, 0.000991, 0.003142, 0.002230, 0.000603]"
doc_01466,Motor uflemesi,unknown,20,NA,none,"[0.000146, 0.000123, 0.001008, 0.000160, 0.000112, 0.000403, 0.000105, 0.000221, 0.000268, 0.000408, 0.000685, 0.000467, 0.000100, 0.000091, 0.000978, 0.000256, 0.000115, 0.000263, 0.000667, 0.993426]"
doc_01467,Motor ve kizdirma bujisi uyarisi,1.6_TDI,8,9000,medium,"[0.000462, 0.004195, 0.000873, 0.002018, 0.000850, 0.000818, 0.000958, 0.705423, 0.000166, 0.003371, 0.003843, 0.000809, 0.000903, 0.000301, 0.003614, 0.263193, 0.001438, 0.004578, 0.000943, 0.001245]"
doc_01468,Motor yagi onerisi ?,1.2_TSI,14,NA,none,"[0.002163, 0.001181, 0.004359, 0.002422, 0.007110, 0.004153, 0.002531, 0.001353, 0.002481, 0.001690, 0.005532, 0.002996, 0.003318, 0.937910, 0.006068, 0.004731, 0.001248, 0.005239, 0.002375, 0.001143]"
doc_01469,Motor yagi seviyesi,1.6_TDI,1,15000,medium,"[0.704281, 0.003757, 0.165284, 0.006759, 0.026564, 0.006134, 0.004048, 0.005169, 0.007166, 0.003336, 0.005819, 0.006704, 0.004911, 0.008652, 0.003166, 0.004244, 0.004836, 0.017304, 0.011580, 0.000286]"
doc_01470,Motorda hafif titreme,1.4_TSI,18,NA,none,"[0.000124, 0.001901, 0.000265, 0.000814, 0.000098, 0.000469, 0.000146, 0.000302, 0.000412, 0.000779, 0.000916, 0.000109, 0.000613, 0.000382, 0.004075, 0.004592, 0.000561, 0.981724, 0.000403, 0.001316]"
doc_01471,"Motordaki fokurdama , ufak islik ve zincir sesleri",unknown,9,NA,none,"[0.001114, 0.001304, 0.021025, 0.001898, 0.004097, 0.002340, 0.002614, 0.000588, 0.929517, 0.000892, 0.002549, 0.001367, 0.001624, 0.002086, 0.004365, 0.004088, 0.001687, 0.012890, 0.002635, 0.001317]"
doc_01472,Motordan Gelen Ses,unknown,19,NA,none,"[0.001536, 0.001007, 0.008072, 0.001704, 0.000302, 0.002249, 0.000685, 0.001653, 0.002579, 0.002530, 0.019244, 0.002420, 0.001170, 0.001219, 0.179351, 0.001399, 0.001226, 0.071549, 0.694411, 0.005694]"
doc_01473,Motordan Gelen Ses 1.2 tsi,1.2_TSI,3,2500,high,"[0.001018, 0.001111, 0.968803, 0.000949, 0.003161, 0.001295, 0.001354, 0.000553, 0.001564, 0.000320, 0.001543, 0.000609, 0.001511, 0.001507, 0.001432, 0.004051, 0.000986, 0.006140, 0.001375, 0.000716]"
doc_01474,Motordan gelen ses,unknown,16,NA,none,"[0.000205, 0.003535, 0.000672, 0.001306, 0.000479, 0.000830, 0.000578, 0.001847, 0.001121, 0.001819, 0.002691, 0.000295, 0.000868, 0.001210, 0.001699, 0.951908, 0.000739, 0.025114, 0.000473, 0.002612]"
doc_01475,Motordan gelen ses,1.6_TDI,10,110000,high,"[0.000285, 0.003518, 0.000833, 0.002567, 0.000376, 0.000901, 0.001802, 0.000811, 0.000308, 0.907990, 0.002054, 0.001200, 0.000714, 0.000443, 0.005054, 0.057638, 0.001804, 0.007426, 0.001537, 0.002739]"
doc_01476,Motordan gelen ses,unknown,8,105000,medium,"[0.001104, 0.000465, 0.000694, 0.001213, 0.006029, 0.000651, 0.000613, 0.982774, 0.000602, 0.000345, 0.000606, 0.000622, 0.000637, 0.000664, 0.000095, 0.001024, 0.000735, 0.000406, 0.000710, 0.000010]"
doc_01477,Motordan gelen ses,1.2_TSI,5,NA,none,"[0.018186, 0.002610, 0.016137, 0.018969, 0.618827, 0.094233, 0.014901, 0.011255, 0.015387, 0.003382, 0.077631, 0.009926, 0.008499, 0.040876, 0.004718, 0.013012, 0.010261, 0.011118, 0.008704, 0.001369]"
doc_01478,Motordan gelen tikirti sesi,1.4_TSI,14,NA,none,"[0.002000, 0.000322, 0.000735, 0.000699, 0.008388, 0.001275, 0.001914, 0.000890, 0.001559, 0.000390, 0.001045, 0.001035, 0.000756, 0.976194, 0.000295, 0.000429, 0.000276, 0.000923, 0.000860, 0.000017]"
doc_01479,Muayeneden gecemedim yardim edin,unknown,15,NA,none,"[0.002957, 0.001185, 0.001654, 0.376169, 0.009379, 0.002953, 0.004957, 0.002042, 0.004780, 0.002131, 0.001585, 0.001951, 0.001979, 0.004852, 0.568806, 0.001542, 0.001835, 0.005854, 0.002817, 0.000574]"
doc_01480,Multimedia dan ses gelmiyor,unknown,7,NA,none,"[0.000755, 0.000273, 0.001056, 0.001188, 0.002247, 0.001061, 0.902750, 0.000839, 0.001203, 0.000352, 0.080332, 0.000695, 0.000738, 0.002056, 0.000401, 0.001246, 0.001078, 0.000979, 0.000629, 0.000121]"
doc_01481,Multimedya Sorunu,unknown,2,20000,medium,"[0.003726, 0.925563, 0.003828, 0.002333, 0.042148, 0.002448, 0.001764, 0.002263, 0.003113, 0.000781, 0.000509, 0.002007, 0.001711, 0.002303, 0.000523, 0.000487, 0.001320, 0.000737, 0.002378, 0.000060]"
doc_01482,Multimedya cihaz video oynatma sorunu,unknown,6,NA,none,"[0.026269, 0.006504, 0.008756, 0.010193, 0.263331, 0.333698, 0.222446, 0.010682, 0.011101, 0.005989, 0.020737, 0.007361, 0.007546, 0.019305, 0.006428, 0.005830, 0.010890, 0.016378, 0.005972, 0.000582]"
doc_01483,Multimedya sorun,unknown,13,NA,none,"[0.001128, 0.000845, 0.001880, 0.001492, 0.004073, 0.001149, 0.000954, 0.001092, 0.001457, 0.000649, 0.000979, 0.001358, 0.975592, 0.001617, 0.000461, 0.000698, 0.000634, 0.001877, 0.002014, 0.000051]"
doc_01484,Multimedya usb flash bellek,unknown,6,NA,none,"[0.001434, 0.001283, 0.007479, 0.004390, 0.004687, 0.543828, 0.002999, 0.002203, 0.004375, 0.002113, 0.004195, 0.004795, 0.004965, 0.003734, 0.005427, 0.047739, 0.003572, 0.346834, 0.002565, 0.001383]"
doc_01485,Multimedyada bazi ayarlarin kaydedilmemesi,unknown,4,NA,none,"[0.000076, 0.001176, 0.000202, 0.985385, 0.000129, 0.000297, 0.000361, 0.000314, 0.000072, 0.001660, 0.001345, 0.000279, 0.000146, 0.000085, 0.000804, 0.004120, 0.000290, 0.001816, 0.000701, 0.000740]"
doc_01486,Navigasyon hiz tabelasi,unknown,9,NA,none,"[0.005616, 0.136027, 0.003185, 0.017446, 0.012511, 0.005239, 0.002861, 0.006899, 0.401415, 0.014052, 0.015470, 0.001470, 0.003671, 0.009310, 0.006040, 0.025485, 0.004011, 0.018648, 0.305045, 0.005598]"
doc_01487,Ne olabilir golf7 manuel 110hp 2015model,unknown,3,NA,none,"[0.007426, 0.005334, 0.530641, 0.007054, 0.052278, 0.005687, 0.006805, 0.002938, 0.320515, 0.002563, 0.005353, 0.003956, 0.004772, 0.011826, 0.001973, 0.007502, 0.003739, 0.009703, 0.009628, 0.000307]"
doc_01488,ORTALAMA YAKIT 40.9LT,1.4_TSI,17,180000,medium,"[0.001666, 0.000591, 0.001435, 0.001520, 0.005851, 0.001217, 0.001028, 0.001263, 0.001778, 0.001113, 0.001414, 0.001117, 0.000694, 0.000786, 0.000313, 0.000508, 0.974995, 0.001567, 0.001112, 0.000033]"
doc_01489,Oksijen Sensoru Arizasi,1.2_TSI,3,NA,none,"[0.000686, 0.000440, 0.986172, 0.000435, 0.002967, 0.000407, 0.000784, 0.000291, 0.000835, 0.000119, 0.000757, 0.000160, 0.000503, 0.001196, 0.000311, 0.001291, 0.000438, 0.001602, 0.000542, 0.000063]"
doc_01490,Oksitlenme,unknown,5,26000,medium,"[0.008309, 0.001086, 0.002473, 0.002462, 0.958210, 0.003190, 0.003563, 0.002280, 0.003319, 0.001081, 0.001327, 0.002108, 0.001188, 0.004083, 0.000274, 0.000367, 0.002084, 0.000728, 0.001839, 0.000030]"
doc_01491,On Cam Degisikligi Sonrasi Olusan Bosluk,unknown,5,NA,none,"[0.001987, 0.000287, 0.002133, 0.001177, 0.977256, 0.001996, 0.001149, 0.001612, 0.001694, 0.000396, 0.001489, 0.000946, 0.000653, 0.002962, 0.000508, 0.001141, 0.001238, 0.000697, 0.000562, 0.000116]"
doc_01492,On Cam Silecek Suyu Sorunu,unknown,5,NA,none,"[0.001768, 0.000264, 0.002012, 0.001107, 0.978231, 0.001901, 0.001061, 0.001567, 0.001569, 0.000373, 0.001387, 0.000949, 0.000615, 0.003138, 0.000475, 0.001126, 0.001187, 0.000653, 0.000509, 0.000108]"
doc_01493,On Camdaki Komple Garip Izler,unknown,6,NA,none,"[0.013183, 0.004055, 0.004285, 0.007307, 0.181416, 0.474055, 0.012962, 0.003555, 0.006789, 0.003866, 0.007005, 0.005700, 0.004121, 0.255459, 0.001298, 0.001222, 0.003550, 0.003593, 0.006469, 0.000111]"
doc_01494,On Panjurdaki Simetrik Hata,unknown,18,NA,none,"[0.000717, 0.000293, 0.002357, 0.001529, 0.001489, 0.001320, 0.000992, 0.000655, 0.001657, 0.000679, 0.001161, 0.001121, 0.002521, 0.001381, 0.002006, 0.001483, 0.001645, 0.976145, 0.000805, 0.000045]"
doc_01495,On Park Sensoru Ve Kapi Ambians Isiklari Hakkinda,unknown,16,NA,none,"[0.001041, 0.006911, 0.006354, 0.009200, 0.004194, 0.001930, 0.002666, 0.004117, 0.001950, 0.012123, 0.007743, 0.002930, 0.001312, 0.001386, 0.001683, 0.920012, 0.002299, 0.008540, 0.003229, 0.000379]"
doc_01496,On Sag ve Sol Sinyaller Park Halindeyken Yanmama Problemi Hk.,unknown,17,NA,none,"[0.001097, 0.000402, 0.000885, 0.000996, 0.003409, 0.000786, 0.000664, 0.000845, 0.001310, 0.000755, 0.000982, 0.000732, 0.000464, 0.000500, 0.000221, 0.000329, 0.983697, 0.001126, 0.000776, 0.000021]"
doc_01497,On Takimdan Gelen Ses,unknown,1,NA,none,"[0.545452, 0.003378, 0.005476, 0.006605, 0.362875, 0.007215, 0.008995, 0.007075, 0.007334, 0.003632, 0.004669, 0.005021, 0.003321, 0.008737, 0.001568, 0.000782, 0.008756, 0.002668, 0.006337, 0.000105]"
doc_01498,On Viraj Demiri,1.4_TSI,2,NA,none,"[0.001626, 0.893144, 0.005778, 0.002951, 0.004220, 0.004177, 0.003365, 0.002201, 0.002946, 0.001340, 0.002083, 0.003011, 0.003939, 0.051847, 0.003648, 0.002558, 0.002273, 0.004183, 0.003647, 0.001062]"
doc_01499,On cam catlagi icin kaskodan degisim,unknown,7,NA,none,"[0.020108, 0.006865, 0.007333, 0.012545, 0.080243, 0.009144, 0.777503, 0.006379, 0.013875, 0.007479, 0.007877, 0.007211, 0.005995, 0.012234, 0.001764, 0.001824, 0.008039, 0.005292, 0.008181, 0.000109]"
doc_01500,On camda olusan anlamsiz leke (COZULDU),unknown,19,NA,none,"[0.002921, 0.001128, 0.003374, 0.004286, 0.006907, 0.002148, 0.001149, 0.001158, 0.004926, 0.001178, 0.001813, 0.001795, 0.001759, 0.002217, 0.000606, 0.000526, 0.000918, 0.001537, 0.959567, 0.000088]"
doc_01501,On gogusten ve sag on tweeter dan gelen ses,unknown,13,NA,none,"[0.000611, 0.000785, 0.001336, 0.000823, 0.001405, 0.001320, 0.000926, 0.000770, 0.000713, 0.000462, 0.001199, 0.001106, 0.977631, 0.001192, 0.002347, 0.001342, 0.000680, 0.003551, 0.001192, 0.000610]"
doc_01502,On logo sokumu,unknown,10,NA,none,"[0.002838, 0.004575, 0.003042, 0.003729, 0.004344, 0.006308, 0.012649, 0.003480, 0.005411, 0.366135, 0.004538, 0.003490, 0.165107, 0.002385, 0.345178, 0.024296, 0.000950, 0.029880, 0.010024, 0.001641]"
doc_01503,On park sensoru,unknown,15,NA,none,"[0.000339, 0.002383, 0.000077, 0.000315, 0.000150, 0.000367, 0.000211, 0.000255, 0.000437, 0.000905, 0.000458, 0.000073, 0.000404, 0.000557, 0.981640, 0.001984, 0.000309, 0.005689, 0.000454, 0.002995]"
doc_01504,On takimdan gelen ses,unknown,11,NA,none,"[0.008220, 0.002591, 0.008049, 0.054096, 0.028521, 0.010314, 0.009361, 0.006371, 0.096948, 0.003102, 0.402979, 0.195640, 0.006634, 0.127963, 0.001381, 0.008640, 0.005501, 0.007466, 0.015747, 0.000477]"
doc_01505,On takimdan gelen ses,1.4_TSI,18,NA,none,"[0.001190, 0.000042, 0.003086, 0.000944, 0.004255, 0.004211, 0.002934, 0.001532, 0.004743, 0.000587, 0.002628, 0.001309, 0.001067, 0.002420, 0.003659, 0.002818, 0.000479, 0.960022, 0.002024, 0.000049]"
doc_01506,On tekerden gicirti sesi + direksiyonda sertlesme problemi,1.2_TSI,2,NA,none,"[0.000093, 0.994650, 0.000429, 0.000535, 0.000228, 0.000181, 0.000239, 0.000199, 0.000116, 0.000654, 0.000198, 0.000179, 0.000138, 0.000086, 0.000223, 0.000759, 0.000207, 0.000374, 0.000471, 0.000040]"
doc_01507,Ops ve lastik basinc sensoru arizasi,unknown,10,NA,none,"[0.006092, 0.001192, 0.000888, 0.003181, 0.013106, 0.001843, 0.005670, 0.001308, 0.003388, 0.946186, 0.000414, 0.002336, 0.001458, 0.003411, 0.000794, 0.000478, 0.003130, 0.002064, 0.003032, 0.000029]"
doc_01508,Orijinal Park Sensoru Ayari Nasil Yapilir,unknown,14,NA,none,"[0.002413, 0.000386, 0.002075, 0.001281, 0.303181, 0.001508, 0.000686, 0.000934, 0.001435, 0.000581, 0.001345, 0.001231, 0.000718, 0.679618, 0.000254, 0.000625, 0.000474, 0.000334, 0.000885, 0.000036]"
doc_01509,Orijinal Yay Sonrasi Yukseklik Farki,1.4_TSI,19,150000,high,"[0.003670, 0.002538, 0.022092, 0.005251, 0.003614, 0.003294, 0.000939, 0.005576, 0.006625, 0.007764, 0.005557, 0.005366, 0.000858, 0.002157, 0.002055, 0.001374, 0.001245, 0.002948, 0.916153, 0.000925]"
doc_01510,Orjinal Tek U led far nereden alabilirim,unknown,1,NA,none,"[0.988930, 0.000252, 0.000428, 0.000439, 0.003889, 0.000412, 0.000597, 0.000462, 0.000506, 0.000310, 0.000496, 0.000361, 0.000295, 0.000633, 0.000250, 0.000045, 0.000482, 0.000287, 0.000915, 0.000012]"
doc_01511,Orjinal bi xenon tamiri hakkinda.,unknown,13,NA,none,"[0.004377, 0.001665, 0.005367, 0.003535, 0.386759, 0.004555, 0.002103, 0.003434, 0.003759, 0.001389, 0.002355, 0.003514, 0.561154, 0.005544, 0.000918, 0.001667, 0.001902, 0.002298, 0.003550, 0.000157]"
doc_01512,Ortalama yakit dengesiz gosteriyor,1.6_TDI,13,NA,none,"[0.000692, 0.000737, 0.001650, 0.001112, 0.001914, 0.001568, 0.001170, 0.000966, 0.000858, 0.000497, 0.002328, 0.001461, 0.972813, 0.001444, 0.001815, 0.001757, 0.000859, 0.004192, 0.001459, 0.000706]"
doc_01513,Osram Xenarc D3S 66340 12V 35W,unknown,6,NA,none,"[0.001035, 0.000365, 0.001137, 0.000878, 0.491797, 0.493054, 0.000819, 0.000885, 0.000947, 0.000329, 0.001083, 0.000964, 0.000657, 0.001433, 0.000781, 0.000957, 0.000820, 0.000874, 0.000553, 0.000635]"
doc_01514,Otomatik Aydinlatma Sorunu,unknown,5,NA,none,"[0.004309, 0.001064, 0.006625, 0.003521, 0.603112, 0.005996, 0.004348, 0.003492, 0.004788, 0.001564, 0.005701, 0.003345, 0.002878, 0.335114, 0.002228, 0.004055, 0.002827, 0.002819, 0.001901, 0.000314]"
doc_01515,Otomatik Camlar,unknown,13,NA,none,"[0.002309, 0.000802, 0.003053, 0.001547, 0.393464, 0.002530, 0.001839, 0.002359, 0.001937, 0.000718, 0.002267, 0.001494, 0.571492, 0.005767, 0.001228, 0.001803, 0.001693, 0.002072, 0.001372, 0.000254]"
doc_01516,Otomatik Far Kumandasi Arizasi,unknown,12,NA,none,"[0.009758, 0.004597, 0.007921, 0.031380, 0.042506, 0.011689, 0.007194, 0.007372, 0.013625, 0.006225, 0.009281, 0.787317, 0.008504, 0.012773, 0.002166, 0.006840, 0.005838, 0.009422, 0.015299, 0.000296]"
doc_01517,Otomatik Far Kumandasi Hatasi,unknown,9,NA,none,"[0.000491, 0.000326, 0.000944, 0.000850, 0.002465, 0.000560, 0.000546, 0.000214, 0.988454, 0.000336, 0.000488, 0.000465, 0.000308, 0.000652, 0.000278, 0.000492, 0.000378, 0.000690, 0.001032, 0.000030]"
doc_01518,Otomatik Surus Fari Kumandasi Arizasi,unknown,18,NA,none,"[0.000730, 0.011088, 0.001973, 0.004163, 0.001163, 0.002480, 0.001221, 0.004040, 0.003045, 0.004103, 0.009212, 0.000738, 0.003903, 0.004173, 0.007509, 0.203927, 0.003030, 0.725414, 0.002181, 0.005905]"
doc_01519,Oylesine bi soru,unknown,17,NA,none,"[0.001818, 0.001322, 0.007497, 0.001823, 0.002288, 0.001816, 0.002385, 0.005701, 0.002738, 0.407119, 0.003885, 0.002749, 0.000442, 0.001641, 0.003537, 0.003113, 0.539749, 0.004947, 0.004061, 0.001368]"
doc_01520,Ozon Samsun On Cam Degisimi,unknown,3,NA,none,"[0.000417, 0.000750, 0.898077, 0.000364, 0.000572, 0.000792, 0.000365, 0.000539, 0.000802, 0.000742, 0.001469, 0.000601, 0.000297, 0.000389, 0.001611, 0.001874, 0.000337, 0.001695, 0.001753, 0.086556]"
doc_01521,P0036 hatasi,1.2_TSI,12,NA,none,"[0.000029, 0.000064, 0.000166, 0.000073, 0.000046, 0.000103, 0.000034, 0.000117, 0.000059, 0.000180, 0.000227, 0.997654, 0.000037, 0.000059, 0.000197, 0.000216, 0.000050, 0.000299, 0.000179, 0.000210]"
doc_01522,P0087 Yakit Basinci Ariza Kodu,1.6_TDI,17,NA,none,"[0.000163, 0.001749, 0.000072, 0.000371, 0.000272, 0.000252, 0.000162, 0.000615, 0.000219, 0.000938, 0.001491, 0.000060, 0.000172, 0.000197, 0.000725, 0.002648, 0.985553, 0.002709, 0.000200, 0.001431]"
doc_01523,P00AF00 egzoz gazi turbo sarj unitesi sikisiyor arizasi,1.6_TDI,17,80000,range,"[0.000685, 0.001320, 0.000037, 0.000101, 0.000523, 0.000101, 0.000032, 0.000532, 0.000066, 0.000418, 0.000911, 0.000017, 0.000042, 0.000054, 0.000110, 0.004771, 0.984214, 0.003713, 0.000028, 0.002325]"
doc_01524,P0299 Hatasi [Cozuldu],1.6_TDI,3,159000,high,"[0.015786, 0.006624, 0.736045, 0.017102, 0.091165, 0.009627, 0.008307, 0.006940, 0.018406, 0.003767, 0.008338, 0.006691, 0.007978, 0.015648, 0.002062, 0.008993, 0.006085, 0.011996, 0.018093, 0.000346]"
doc_01525,P0300-P0301-P0302 SILINDIR TEKLEMESI,1.2_TSI,6,NA,none,"[0.000750, 0.000740, 0.000876, 0.001425, 0.003904, 0.899404, 0.001206, 0.000742, 0.000983, 0.000641, 0.002031, 0.074690, 0.001275, 0.001496, 0.001435, 0.002719, 0.000844, 0.002704, 0.001172, 0.000966]"
doc_01526,P04F000 – Yakit Buharlastirma Sistemi / Yuksek Basincli Akis Hatasi (Golf VII 1.0 TSI),other,13,NA,none,"[0.000889, 0.000862, 0.000952, 0.001105, 0.002165, 0.001132, 0.000991, 0.205568, 0.000461, 0.000490, 0.001534, 0.001241, 0.773071, 0.001023, 0.001095, 0.002654, 0.001042, 0.002213, 0.001108, 0.000404]"
doc_01527,P1007 ve p256400 ariza kodlari yardim.,unknown,3,NA,none,"[0.001048, 0.000676, 0.978333, 0.000730, 0.003901, 0.000676, 0.001301, 0.000473, 0.001296, 0.000201, 0.001321, 0.000274, 0.000847, 0.001988, 0.000511, 0.001950, 0.000695, 0.002744, 0.000936, 0.000098]"
doc_01528,P242a00 Ariza kodu surekli fan calismasi,unknown,4,NA,none,"[0.008321, 0.004301, 0.012736, 0.459005, 0.296217, 0.011553, 0.109039, 0.008094, 0.019541, 0.006557, 0.009285, 0.008019, 0.005413, 0.014306, 0.001707, 0.005275, 0.005685, 0.005275, 0.009379, 0.000293]"
doc_01529,P2452 Ariza kodu icin yardim,unknown,9,237000,medium,"[0.000720, 0.000312, 0.001322, 0.001275, 0.002988, 0.001326, 0.001536, 0.000425, 0.927648, 0.000276, 0.049550, 0.001018, 0.000783, 0.002702, 0.000982, 0.001822, 0.000937, 0.001909, 0.001672, 0.000797]"
doc_01530,"P308D00 Yakit pompasi, devir sayisi cok dusuk",unknown,9,NA,none,"[0.001345, 0.000815, 0.002613, 0.002205, 0.007631, 0.001490, 0.001442, 0.000603, 0.969169, 0.000853, 0.001171, 0.001221, 0.000827, 0.001579, 0.000606, 0.001223, 0.000935, 0.001610, 0.002589, 0.000071]"
doc_01531,PLA 3.0 Yardim (GOLF 7 2015-Manuel),unknown,14,NA,none,"[0.000215, 0.003475, 0.000203, 0.000620, 0.000654, 0.000520, 0.000249, 0.000478, 0.000355, 0.001033, 0.002489, 0.000145, 0.000441, 0.972220, 0.001161, 0.011188, 0.000182, 0.002236, 0.000418, 0.001716]"
doc_01532,PLA3.0 Abs sensoru ve park sensoru montaji hk.,unknown,8,NA,none,"[0.019606, 0.007031, 0.018447, 0.022308, 0.094142, 0.015907, 0.010584, 0.672158, 0.022000, 0.006502, 0.012810, 0.013286, 0.010760, 0.019413, 0.002245, 0.015763, 0.013068, 0.009177, 0.014545, 0.000247]"
