doc_name,model_year,dominant_topic,topic_gamma,engine_spec,prod_year,source,component,technical_score,gamma_vector
doc_00567,2010,3,0.23369486712880944,TDI_unknown,2010,nhtsa_complaint,"FUEL SYSTEM, DIESEL",4,"[0.019034228000022645, 0.010189461009007946, 0.23369486712880944, 0.004904631918431877, 0.038887427022936336, 0.005519460478273572, 0.00723195726067775, 0.020784649138331193, 0.004215540486604998, 0.004053985778166674, 0.0037929676918111686, 0.005951041203077545, 0.005684838361134936, 0.007346678483250577, 0.019057300968051166, 0.0055501327539967124, 0.007472585409184481, 0.007034424685802078, 0.015955309438639667, 0.011758906835253958, 0.0231114965803206, 0.011141293868793147, 0.004864464674494365, 0.013339882565337476, 0.006631265026552607, 0.005091882731816696, 0.005079383177529406, 0.007243614324690174, 0.010990436643230335, 0.004065424036343183, 0.0066324690587983275, 0.036911036377355814, 0.009046561180064305, 0.00787723711476781, 0.0048596001664654494, 0.005965296931855095, 0.013768659971366492, 0.0068653899857571915, 0.013350584531289457, 0.015953123222784985, 0.005653423497265638, 0.017796211562437984, 0.013022317525641106, 0.007899502951414181, 0.01451593519028338, 0.005737606404857842, 0.007980133132821272, 0.03044213476529405]"
doc_00568,2010,1,0.16173205993694406,TDI_unknown,2010,nhtsa_complaint,ENGINE AND ENGINE COOLING,2,"[0.16173205993694406, 0.02217441587958616, 0.014521536101698016, 0.007056959859064511, 0.01919740683480817, 0.00872370779929174, 0.01671280084062166, 0.017541158809077275, 0.0058165073719075346, 0.005380214861341394, 0.0047432453022326765, 0.011538792705805302, 0.007898882600374356, 0.012011376153421259, 0.01419156991796472, 0.008550111137153147, 0.019352846825373353, 0.016445713884128417, 0.011587035642551721, 0.02093800538730233, 0.01564820559780252, 0.011425748805155763, 0.00714633500536327, 0.011089119093095037, 0.014501258516206145, 0.007652370917158112, 0.006823193918992492, 0.018503499541977754, 0.059708458667302754, 0.005218769490617484, 0.009583508568953623, 0.024624093090394747, 0.03321062874546564, 0.016212347454537583, 0.0072244974842979185, 0.00951295725745196, 0.016520410392464668, 0.011136664407548031, 0.020440964924785997, 0.03574899378475586, 0.009313336159611687, 0.02018504236405982, 0.01960004144671216, 0.019963435980545882, 0.010617056070878178, 0.008976420091323786, 0.022260355565410214, 0.014779552121942137]"
doc_00569,2010,3,0.6745330214139615,TDI_unknown,2010,nhtsa_complaint,"FUEL SYSTEM, DIESEL",5,"[0.011314703290214854, 0.005679242026336142, 0.6745330214139615, 0.002840943712903733, 0.01914057288268686, 0.0031749953084346, 0.004126120818137469, 0.012779869162795745, 0.002441671956972558, 0.002351118701518304, 0.0022039959074094733, 0.003418587586067786, 0.0032993261624321966, 0.004284558451148553, 0.01172102199487276, 0.0032115278997019033, 0.004281111202069345, 0.004029577431225658, 0.00976739807172991, 0.006822464029380358, 0.013308533068894525, 0.006708877059791533, 0.0028110836870520114, 0.008171889316916967, 0.0037943349346715154, 0.0029525220858269523, 0.002941056237318629, 0.004169686844833141, 0.006281514958829907, 0.002362385987600901, 0.003865306673722112, 0.021040694469701506, 0.005174915046244529, 0.004562440363074065, 0.002814914293824467, 0.003422398726918036, 0.0075700436838192125, 0.003991570070659543, 0.007296362455790496, 0.008763219659427775, 0.003267880351566037, 0.009871974213604987, 0.007128543556594839, 0.0045186533436508865, 0.008795568847530692, 0.0033314486346260387, 0.004543298383138637, 0.019220960335968065]"
doc_00570,2010,32,0.007006561567720984,TDI_unknown,2010,nhtsa_complaint,ENGINE AND ENGINE COOLING,1,"[0.022148806338089886, 0.007828749791099026, 0.004054380658772655, 0.0016208866269104027, 0.005621000607145153, 0.0019571522695568683, 0.0035432501786494767, 0.004248013640513195, 0.001300537781678294, 0.0012076957304572964, 0.0010736163709598515, 0.002788186655670821, 0.0017947743017657607, 0.0025410608463075908, 0.0036255116565057565, 0.0019124518725466175, 0.004040028364825607, 0.0038062316978017996, 0.0028352182871689575, 0.004172656034637831, 0.004281858745179293, 0.0026883943049989065, 0.001635947317541081, 0.0027508567248892397, 0.0034548675401476435, 0.0017245100666839427, 0.0015635013483522061, 0.003793175329842319, 0.007406230665679375, 0.0011725701190206917, 0.002134302115567748, 0.007006561567720984, 0.006001471852395067, 0.003253268886743899, 0.0015809562201183423, 0.002063830521647795, 0.0044033670899347645, 0.0023981441028632137, 0.008147367493724019, 0.008531250854509185, 0.0019889521171628888, 0.005147538479067017, 0.008294353917702543, 0.004036886793330565, 0.0026256313668312327, 0.001971480615492265, 0.004651463001016488, 0.0038608427534833015]"
doc_00571,2010,6,0.06296230670113637,unknown,2010,nhtsa_complaint,ELECTRICAL SYSTEM,1,"[0.008970360084131386, 0.006157621268988461, 0.003979466423525862, 0.011549742852161309, 0.0045347775860254584, 0.06296230670113637, 0.012206228121400119, 0.004673415472623132, 0.005298234777191552, 0.004488268429586298, 0.0036310050472356742, 0.0067195899011532065, 0.010248036144403574, 0.009580841697540105, 0.004215973301078595, 0.01749981316016331, 0.012718842163824339, 0.007853305466975904, 0.004006539980945968, 0.0062654636421956705, 0.004234422080014711, 0.004709446713471194, 0.01579543115966295, 0.004037853130564912, 0.007974289304377517, 0.01211385657444868, 0.010068258231565777, 0.01053357558454436, 0.00817381307353895, 0.00399117148993389, 0.00873746600532995, 0.004681312003803058, 0.010000229134300254, 0.011279813204161182, 0.008287651722049736, 0.006382283384817718, 0.004927611396636015, 0.01092174601385355, 0.005019559484787551, 0.006185781495088029, 0.013666739937171714, 0.0051867920431365976, 0.0048050894919777045, 0.018563251310134924, 0.003833495418249846, 0.01221349556998005, 0.011881983416893178, 0.0042231329136003274]"
doc_00572,2010,33,1.0,unknown,2010,nhtsa_complaint,"SERVICE BRAKES, AIR",5,"[3.2568120814588052e-307, 1.041409578783144e-307, 5.669527364374813e-308, 5.288514270121663e-308, 6.771088061273789e-308, 7.581416650905731e-308, 1.922946093448126e-307, 6.522355625848328e-308, 4.3105604136847717e-308, 3.8204414692202965e-308, 3.210301089042056e-308, 1.0360489096575926e-307, 5.286448229145121e-308, 7.343267627123484e-308, 5.641023939238025e-308, 6.773504969365287e-308, 4.103855592242236e-307, 1.896748785464291e-307, 5.237657362729754e-308, 7.659909492706908e-308, 5.895327644508511e-308, 5.252156038994123e-308, 5.710700298203776e-308, 4.93564624307452e-308, 1.798315751158928e-307, 5.895577832655917e-308, 4.732814358798327e-308, 2.6956479790632324e-307, 2.1854404061223967e-307, 3.564666593035761e-308, 5.890048794595991e-308, 7.526754598328163e-308, 1.0, 1.1317055378440822e-307, 5.643765490726328e-308, 6.571755987033264e-308, 6.801506550905668e-308, 7.201924213319797e-308, 8.066980186703446e-308, 1.0243002074152575e-307, 7.983122023733991e-308, 7.142835133071906e-308, 7.666899330431949e-308, 2.0935580296275055e-307, 4.917758115470295e-308, 6.637943988223869e-308, 4.96872807626324e-307, 5.733909208087671e-308]"
doc_00573,2010,1,0.1543564078896679,unknown,2009,nhtsa_complaint,UNKNOWN OR OTHER,0,"[0.1543564078896679, 0.019682004417534187, 0.016816534550296653, 0.009547409101192223, 0.019816054043647887, 0.011400955012616183, 0.01830967967291373, 0.02441294434070747, 0.007960073295638673, 0.007386138196261601, 0.006520337899413482, 0.013363483581487747, 0.010855997552547528, 0.018553802356804216, 0.01857133503776563, 0.011685648490142827, 0.021511453232003496, 0.01842759880838029, 0.01508132152464718, 0.0341064121872012, 0.018320271116720785, 0.016391807812420618, 0.009533038026985808, 0.014800878944625196, 0.016026473590957522, 0.010554839604392324, 0.009214725328932314, 0.022129618337299446, 0.06791961088416229, 0.0072140274951692715, 0.013820570213414717, 0.02704710768533834, 0.03504255538465305, 0.024816186558268873, 0.010078185943252972, 0.012346183199578375, 0.01725665035292489, 0.01641951177822747, 0.01804915124672211, 0.031554771075913916, 0.013034225593563086, 0.02203495358566963, 0.017414580533989133, 0.02294034836633541, 0.013561237715811969, 0.012791709038742013, 0.022669814280906617, 0.018651375114151596]"
doc_00574,2010,32,1.0,unknown,2010,nhtsa_complaint,"FUEL SYSTEM, GASOLINE",3,"[2.2452035281094903e-307, 8.032765763066608e-308, 2.7451768053362668e-307, 3.4130716909657637e-308, 2.1988213681945043e-307, 3.824847990343761e-308, 5.905161909860175e-308, 2.463600320269918e-307, 2.7924562893674377e-308, 2.6650551676576903e-308, 2.460129197651908e-308, 4.860862887282284e-308, 4.014685834177297e-308, 5.642227400210201e-308, 1.9068533459343255e-307, 3.9116983206166503e-308, 6.316705999118565e-308, 5.930070805427055e-308, 1.0439181961153795e-307, 1.0094801243516361e-307, 1.997834535777574e-307, 8.934717689821476e-308, 3.363044877212656e-308, 1.1188170677556017e-307, 5.467799942262052e-308, 3.595943946545762e-308, 3.4666016870852317e-308, 6.218507439220455e-308, 1.0444675632035676e-307, 2.6605625378641763e-308, 4.886824671466719e-308, 1.0, 8.119535276056487e-308, 6.180204740252315e-308, 3.3081286705631994e-308, 4.023746357386242e-308, 9.448887654965387e-308, 5.172961504778043e-308, 1.0231432227197883e-307, 1.2986182915672565e-307, 3.952895064813288e-308, 1.4185106500622693e-307, 9.956202809561259e-308, 6.70846288169648e-308, 9.144033106853143e-308, 4.132688873551117e-308, 6.740694406967924e-308, 2.5812610675009323e-307]"
doc_00575,2010,43,0.00849444980620825,2.0_TSI,2010,nhtsa_complaint,POWER TRAIN,1,"[0.021017289164243128, 0.00823046178056654, 0.004002988622689633, 0.001635545853160648, 0.005570806984356243, 0.001975395344026487, 0.0035738933550450843, 0.004218084516541213, 0.0013150261077966151, 0.0012200952839617847, 0.0010832223064473556, 0.0028224782831840563, 0.0018057542345587866, 0.002557148110036754, 0.0036087418788951038, 0.0019287589579122452, 0.0040755262202384615, 0.003860397466209381, 0.0028117019406770517, 0.00419059187737642, 0.004261952834244495, 0.002682931363333658, 0.0016509218622352655, 0.0027427139470631028, 0.0034998431293864363, 0.001740802827922704, 0.0015739649320438713, 0.0038289734379970816, 0.007403594576559188, 0.0011833140412526475, 0.002147357909342893, 0.006821544778932036, 0.0060670575550494914, 0.0032810099680540454, 0.0015982561434446806, 0.002104524324899601, 0.004393253988543479, 0.0024158631618935115, 0.008429005573362016, 0.008525639667786532, 0.0020106763256781974, 0.00512364746684353, 0.00849444980620825, 0.004075324256042156, 0.0026062318887319007, 0.0019893635998868356, 0.004704649242192813, 0.00382901472585544]"
doc_00576,2010,1,0.2611665674441473,unknown,2010,nhtsa_complaint,ELECTRICAL SYSTEM,1,"[0.2611665674441473, 0.021580557889290284, 0.012693527169259533, 0.008044786388775187, 0.01580874309404416, 0.010000929130420791, 0.01845830747701601, 0.015605679842290344, 0.006507160984441788, 0.005934888336348749, 0.0051547141001413695, 0.012587088014680638, 0.008638245197039459, 0.013307343354340041, 0.012819141750982477, 0.009931064228629844, 0.02455926192185066, 0.01895085516743813, 0.010590358558121014, 0.019187326760989172, 0.013505115665096787, 0.011017475929563297, 0.00815457415346971, 0.010398011274383232, 0.016622667769861914, 0.008764998618200983, 0.0074755109348418735, 0.023014270725514253, 0.06137405716161483, 0.005696256558523988, 0.010520719413144185, 0.019621092583866323, 0.05277320293163907, 0.019838635007466167, 0.00823236011566089, 0.010616903946741696, 0.014190929683269233, 0.012459369539848547, 0.018266954274364162, 0.026963423302822323, 0.010851341063739117, 0.01657785086601935, 0.017531868422770755, 0.023250085660922997, 0.009777465690193297, 0.010324693500530365, 0.027642139038331445, 0.013011479357352383]"
doc_00577,2010,43,0.005783659866781207,TDI_unknown,2010,nhtsa_complaint,POWER TRAIN,9,"[0.0120914832474444, 0.008463880204007155, 0.004332951636862807, 0.0036509466869096836, 0.005374618639011005, 0.004698693284321483, 0.008864331167005043, 0.0054665235402878, 0.0038455823020650017, 0.00346429302067617, 0.002879817021560696, 0.01109405450495185, 0.0037348039761851285, 0.005966087918286962, 0.004700568978367244, 0.004406317398966556, 0.009805579820020588, 0.02086671859807284, 0.004123156334122079, 0.007512303210980029, 0.004908980661718913, 0.004254901107668678, 0.0038353307435557748, 0.004004935634549202, 0.013431260049480307, 0.004297609460218703, 0.0032934514452417967, 0.012488045786231144, 0.016610639749014056, 0.003256278297608941, 0.004393777789258492, 0.0058106149165660075, 0.014397492496043881, 0.00832635392959606, 0.004878641519576412, 0.007796844584216524, 0.005378804917267923, 0.005591877887223263, 0.006148902910307701, 0.008229012624749189, 0.006409826857913949, 0.005825589620463202, 0.005783659866781207, 0.0093316072944048, 0.0038510794520339622, 0.005010769167280276, 0.010267379668652495, 0.004683507864427898]"
doc_00578,2010,32,0.023998616791734432,TDI_unknown,2009,nhtsa_complaint,"FUEL SYSTEM, DIESEL",5,"[0.008043178370315297, 0.003461450058802125, 0.005586418847676542, 0.0012395347165939563, 0.006443463907722079, 0.0014337044323409207, 0.0023097517940221645, 0.005332253637137193, 0.0009688173574452625, 0.0009172520578822664, 0.0008369081609838996, 0.001856887883264905, 0.0014587999025585934, 0.002083404713250281, 0.004329850497426111, 0.0014439695499364482, 0.002510069345479312, 0.002349308385032241, 0.0032252726064275466, 0.0037988972274150636, 0.0051544667546593375, 0.0028551006226020647, 0.0012331287711553273, 0.0029508897640680054, 0.0021522120663828707, 0.0013133220354984026, 0.001250283188348011, 0.0024396805448542278, 0.004599817758294218, 0.0009091755226722545, 0.0017664065561699815, 0.023998616791734432, 0.003397411783112176, 0.002408630786004026, 0.001175189551711522, 0.0013637214099433445, 0.003776298423169991, 0.0019168593433957974, 0.004391651403126218, 0.006149994379138197, 0.0014502427988746399, 0.0052856640926468605, 0.00425286071994015, 0.0026300689647106956, 0.0028750816295616314, 0.0015143659883286632, 0.0027254695003156625, 0.00511490314985094]"
doc_00579,2010,8,0.013962992409899126,TDI_unknown,2010,nhtsa_complaint,"FUEL SYSTEM, DIESEL",1,"[0.01099446762999868, 0.0046192258457263356, 0.0497285673377462, 0.0021227916656977397, 0.019918783125688438, 0.002386370801778428, 0.003602938649230297, 0.013962992409899126, 0.0017419179631369985, 0.001673358022285231, 0.0015598602132537139, 0.0029303451886441107, 0.002542028409333234, 0.003376320798751513, 0.012612616284914927, 0.0024099678680961963, 0.003708301449952418, 0.003482025819133649, 0.007983364711942923, 0.0056034682555934755, 0.014088190418926677, 0.0057977101155824015, 0.002099702785034117, 0.007704297837108545, 0.0032550822854166806, 0.002215959042881706, 0.002217980926559471, 0.0036210719711192332, 0.005694640628425147, 0.001676547263141116, 0.0030126039545699764, 0.025568583611769342, 0.004553614876410613, 0.003607129051656208, 0.002043232582855686, 0.0024510034379415704, 0.006318052866011582, 0.003130751651231416, 0.005983258164933835, 0.007572096165743922, 0.0024135554944375286, 0.009027923345373688, 0.005756418209387165, 0.003994082540469471, 0.007061250306750814, 0.0025194053884726787, 0.003971609063972265, 0.02310603613124484]"
doc_00580,2010,3,0.07905700553657109,TDI_unknown,2010,nhtsa_complaint,"FUEL SYSTEM, DIESEL",2,"[0.013483547040795284, 0.007488825967568256, 0.07905700553657109, 0.0035187176905985685, 0.0326504092624322, 0.003964957154251553, 0.005199715453516761, 0.015581689743398469, 0.0030321268902103, 0.0029154312221964735, 0.002723211897403937, 0.004273652971803833, 0.004094845750727235, 0.005311695270134082, 0.014465607371486805, 0.003975672281007129, 0.0053148011246593714, 0.005046797809034618, 0.011033461446155845, 0.008717691545030376, 0.01943426836676468, 0.008099066637067965, 0.0034885896453335464, 0.009769882558637021, 0.00474417787982155, 0.003656726442127889, 0.0036554829401415677, 0.005161400164680795, 0.007914946371828347, 0.0029193986381862522, 0.004790573414233849, 0.026384979354637655, 0.006450034613048684, 0.005685274457495466, 0.003498089427013812, 0.004358718731495403, 0.010356457784386847, 0.0049639833598345085, 0.009953832075211243, 0.01189094448522293, 0.004069698535390183, 0.013994340126779185, 0.009614083172805207, 0.005698644661878945, 0.010049993515903561, 0.004127129530547257, 0.005715264099360444, 0.02426799159352218]"
doc_00581,2010,46,1.0,unknown,2010,nhtsa_complaint,SEATS,0,"[6.5017750388407015e-308, 4.776590007757314e-308, 3.5741229740234836e-308, 1.7860399176777563e-307, 3.885091918144165e-308, 1.1623984274434142e-307, 6.445373546571579e-308, 4.598528494334935e-308, 5.531952314024204e-308, 4.598858128164185e-308, 3.641699979016939e-308, 5.441779931367031e-308, 1.0218845120641032e-307, 1.429333773236952e-307, 4.1502055310704885e-308, 2.1134456032874368e-307, 7.628971089060826e-308, 6.095768424059537e-308, 3.6469877448793583e-308, 6.023450178625551e-308, 3.912489448731974e-308, 4.878509066624657e-308, 1.4587545565075355e-307, 4.045335585325006e-308, 5.783022803891088e-308, 3.992691174520274e-307, 8.439110802279429e-308, 8.13149061140098e-308, 6.312374320096115e-308, 4.0693065219359317e-308, 1.1873685065718325e-307, 4.3165815222339826e-308, 7.28785479962841e-308, 1.2870785192914827e-307, 1.0378267725048775e-307, 5.359801155732434e-308, 3.8939870738932675e-308, 1.5642069164434829e-307, 4.041436722971327e-308, 4.961369042412077e-308, 1.46716259929273e-307, 4.327555281875067e-308, 3.908402571114592e-308, 8.851551894944384e-308, 3.465490891841518e-308, 1.0, 6.808381803806606e-308, 3.9899787665356796e-308]"
doc_00582,2010,3,0.02606900486295272,unknown,2010,nhtsa_complaint,"FUEL SYSTEM, DIESEL",4,"[0.010436741172013157, 0.004907347469644422, 0.02606900486295272, 0.002477286506876701, 0.01741525757988764, 0.0027644161605353125, 0.003569462841143792, 0.014664583122460106, 0.002119524391556384, 0.002040221597018727, 0.0019017038150971237, 0.002922673754714215, 0.0029601978832073023, 0.003949501921005967, 0.015195018410090522, 0.002794542549441857, 0.0035860661363408793, 0.003433926920629521, 0.008177329586946242, 0.006905173417460985, 0.021669926229974233, 0.00684600344008101, 0.0024409370379093994, 0.008763401741173628, 0.003196809228399827, 0.0025900975409405714, 0.002608743042169509, 0.00353139679673102, 0.005510052303144054, 0.002042967738069478, 0.0035369022432762956, 0.017643882367384393, 0.004365187617490873, 0.004126926982920964, 0.002471581749207214, 0.003077891811352738, 0.006913631285297578, 0.003652864801394689, 0.006183747111800263, 0.00787332839444269, 0.0028793351937483613, 0.010855686720937957, 0.0058549041159757205, 0.003991853400252339, 0.0072304491893949606, 0.002957755142919086, 0.0038596438785525973, 0.04018955355259966]"
doc_00583,2010,32,0.03166376996533691,unknown,2010,nhtsa_complaint,"FUEL SYSTEM, DIESEL",4,"[0.16491175350353868, 0.019082161358977244, 0.016109148977612803, 0.006155318416138122, 0.020465737021806308, 0.007268630913650426, 0.01333837365185744, 0.019080001009718014, 0.004964154813391739, 0.004625164735470717, 0.004128664627889988, 0.009826836776453431, 0.00691214575385078, 0.010353929818188065, 0.01529533096758346, 0.007320302506651244, 0.01562399304394338, 0.013330219510752613, 0.011552031948018616, 0.018277864433824988, 0.01681391130872353, 0.011221421804197414, 0.006149022265956722, 0.011314499059083563, 0.011949150141336533, 0.006599330254696625, 0.0059442456055300305, 0.015106311836689671, 0.03467920952683608, 0.00452298457801028, 0.008469951104666302, 0.03166376996533691, 0.0241248928094389, 0.013224007709960265, 0.006078799951446273, 0.007718424099330911, 0.014925482757494916, 0.00954411423368385, 0.020140019082366, 0.028050432166446447, 0.00764589649639074, 0.018925387672236463, 0.02006677914116068, 0.01577021387790331, 0.010495394379543674, 0.007685022394667087, 0.017171203755399947, 0.01592600568477417]"
doc_00584,2010,39,1.0,unknown,2010,nhtsa_complaint,"ENGINE AND ENGINE COOLING,FUEL SYSTEM, DIESEL",2,"[1.2274647484388631e-307, 2.534685880016815e-307, 7.093499775693683e-308, 3.174280572387782e-308, 1.2086644874879248e-307, 3.877914997517993e-308, 5.720086397649717e-308, 6.576287626959181e-308, 2.809290621375491e-308, 2.6292252094289937e-308, 2.355925115699306e-308, 4.518711806477951e-308, 3.4636253230066345e-308, 4.497566597750794e-308, 5.895997525242402e-308, 3.646231805459211e-308, 5.71444373078742e-308, 5.716548565583868e-308, 4.785391171903019e-308, 7.605541544839358e-308, 7.963673035318403e-308, 4.533296552160986e-308, 3.2310357638594986e-308, 4.5830245362293625e-308, 5.35057059586246e-308, 3.3223974506674636e-308, 3.1481993564695286e-308, 5.323973132786746e-308, 8.734820848157113e-308, 2.546558168475446e-308, 3.9607621141896387e-308, 9.956502040303943e-308, 7.484448468270432e-308, 5.352867740790301e-308, 3.263995835902911e-308, 4.932966984670808e-308, 1.1708184561906793e-307, 4.3391825623135036e-308, 1.0, 1.9744261255985693e-307, 3.919939745331629e-308, 1.2051768443049762e-307, 7.975914095292133e-307, 6.16508052468275e-308, 4.528089702522309e-308, 3.712555483708064e-308, 6.800093487002743e-308, 6.600073971102701e-308]"
doc_00585,2010,1,1.0,unknown,2010,nhtsa_complaint,ENGINE AND ENGINE COOLING,3,"[1.0, 1.025999573161775e-307, 7.750147811787747e-308, 4.549012550926917e-308, 9.393328240299845e-308, 5.425482327058786e-308, 9.436810930290438e-308, 1.0967025137376529e-307, 3.7172010834797987e-308, 3.421731284014636e-308, 2.9936879114388347e-308, 6.845031826880985e-308, 5.062117069546279e-308, 8.636304596943035e-308, 8.543871076349081e-308, 5.580771499135107e-308, 1.1696897493136875e-307, 9.753794622510439e-308, 6.709106260272611e-308, 1.4506356869914876e-307, 8.578244144919703e-308, 7.353167788847893e-308, 4.537701022835659e-308, 6.798045580830576e-308, 8.39275554147292e-308, 5.033505496717796e-308, 4.2864546827230286e-308, 1.2023889769275051e-307, 3.771174352022322e-307, 3.3180468788382685e-308, 6.45246824103739e-308, 1.2292090077006666e-307, 2.0992754104132478e-307, 1.2367319901248625e-307, 4.736962948169669e-308, 5.917324086424827e-308, 7.923605656058947e-308, 7.733478141346159e-308, 9.025226495736296e-308, 1.499391051816092e-307, 6.193423198643509e-308, 9.94660869608845e-308, 8.751503914423237e-308, 1.2086974760787153e-307, 6.089768428270173e-308, 6.090236004449112e-308, 1.2370646945602202e-307, 8.501180359958599e-308]"
doc_00586,2010,1,0.11998925490198868,unknown,2010,nhtsa_complaint,"ENGINE AND ENGINE COOLING,FUEL SYSTEM, GASOLINE",2,"[0.11998925490198868, 0.019273524462259557, 0.01890867963203567, 0.0101260008840177, 0.0213435964826068, 0.011936419213521149, 0.018651213351272008, 0.02863811811599346, 0.008359512521529, 0.007794977790222318, 0.006925910207996047, 0.013649519228815563, 0.011749339732439584, 0.02021408033773623, 0.021313950430093546, 0.012348753130650238, 0.021444495701840895, 0.018285386666425457, 0.017377337017385693, 0.03768471015320427, 0.020330648289850265, 0.019110223050384005, 0.010069409816259013, 0.017041117775730877, 0.01606956902464688, 0.011169949902606975, 0.009912855318842463, 0.022103377399391635, 0.056625309291504014, 0.007651286503308678, 0.01507018963818539, 0.03175152602370675, 0.03252922131073347, 0.025585680231390885, 0.010576264605817705, 0.012562433441673078, 0.018194367175204614, 0.017686153557628075, 0.01818762332186398, 0.031170382776351084, 0.013568696544669561, 0.023540601811670496, 0.01756397990735992, 0.023216635718893815, 0.015476649740071357, 0.013571398440342235, 0.02232018905191958, 0.021329480367959366]"
doc_00587,2010,1,0.13748609122029865,TDI_unknown,2010,nhtsa_complaint,POWER TRAIN,2,"[0.13748609122029865, 0.021518893686864823, 0.014532612080836487, 0.006783943618978437, 0.019497606274507733, 0.008362499248432914, 0.015938996516109395, 0.017606174209410554, 0.005601879988486967, 0.005192140931875443, 0.00458718567592042, 0.011040924006840584, 0.007643472325114333, 0.011626482403923442, 0.014189704806710895, 0.008195970310735873, 0.018115544642070634, 0.015562484874363241, 0.011496759354193031, 0.02102824130130588, 0.01578503876226392, 0.01129609790078878, 0.006862790263222059, 0.011001576235698111, 0.013735771893847726, 0.0073513026807651705, 0.006597631295108644, 0.01738893953027218, 0.055906491260335776, 0.005043691857585567, 0.009286188980742469, 0.02512751687167936, 0.030217765961241268, 0.015457843128565924, 0.00694381502454503, 0.00917357176717146, 0.01655847212465538, 0.010758631221861416, 0.020245827558454988, 0.03684572766365294, 0.008919990969157016, 0.020581028085921316, 0.019330431887388186, 0.018995385518415446, 0.010514073620947997, 0.008626271869176711, 0.02084260887218181, 0.014846717362692302]"
doc_00588,2010,10,1.0,TDI_unknown,2010,nhtsa_complaint,VISIBILITY,0,"[3.3852247388611356e-308, 3.0207043353018184e-308, 2.311251154210147e-308, 3.588727305431524e-308, 2.467375611876226e-308, 3.5960581669742824e-308, 3.5592983428605655e-308, 2.748730327226495e-308, 1.953488384405577e-307, 1.0, 1.351588122243362e-307, 5.537427373116628e-308, 3.0895231808078664e-308, 3.875688898722297e-308, 2.5609047186442445e-308, 3.7715615128399727e-308, 3.823889203445174e-308, 4.870867802987354e-308, 2.452057593940771e-308, 3.260240597729136e-308, 2.4770288530363544e-308, 2.6596596227970094e-308, 3.7779007391216964e-308, 2.446214778826233e-308, 4.4001414080132503e-308, 4.447875907171159e-308, 2.9632641651570383e-308, 4.41467378454154e-308, 3.5627040653303553e-308, 1.779327366577479e-307, 3.2526236239221503e-308, 2.6911611954867103e-308, 3.9138898750896053e-308, 3.8981035554946297e-308, 9.933879161132177e-308, 4.642325663880558e-308, 2.564059098135828e-308, 3.747706893023965e-308, 2.6470456118559504e-308, 2.9563885353094677e-308, 5.878127365542225e-308, 2.666207317248392e-308, 2.58639630149124e-308, 3.595363492497544e-308, 2.359488714241061e-308, 4.399115838263966e-308, 3.595271793758045e-308, 2.48292148187209e-308]"
doc_00589,2011,5,1.0,unknown,2011,nhtsa_complaint,FUEL/PROPULSION SYSTEM,3,"[1.0082507508097306e-307, 7.058585273654959e-308, 1.8133946889666427e-307, 2.8680872209047873e-308, 1.0, 3.3542122162009485e-308, 4.609104571697358e-308, 9.938975084304024e-308, 2.4610681344810407e-308, 2.354162045520163e-308, 2.1766437762268726e-308, 3.601935545053133e-308, 3.3729180438824313e-308, 4.301916893810668e-308, 9.472678391739763e-308, 3.2598761006940336e-308, 4.49680632776893e-308, 4.2917793220825983e-308, 7.591493009513103e-308, 7.492047182155012e-308, 1.5369381854493057e-307, 5.929513342024635e-308, 2.8761160407210937e-308, 6.743728143375153e-308, 4.0409408025791758e-308, 2.977473866124397e-308, 3.0285403088681493e-308, 4.295292548396138e-308, 6.979305178178432e-308, 2.335552986992678e-308, 3.8802250732102544e-308, 1.708636068446316e-307, 5.49873071794839e-308, 4.701667615158384e-308, 2.860359211943915e-308, 3.715110517646196e-308, 1.2092650292488362e-307, 4.0672748472561145e-308, 1.0217398048435597e-307, 1.3094964991991372e-307, 3.371900154418789e-308, 1.608917173708626e-307, 9.353728473686646e-308, 5.003712329671286e-308, 7.104408853146086e-308, 3.3571088585022865e-308, 5.015335187985778e-308, 1.3534270378213611e-307]"
doc_00590,2011,12,0.17105019507086008,TDI_unknown,2011,nhtsa_complaint,ELECTRICAL SYSTEM,3,"[0.014048365790039, 0.01189965769673362, 0.006928377505278186, 0.008000298521596916, 0.008036286582931849, 0.01079055818155687, 0.017384742741346944, 0.008035679309828231, 0.011417282419694122, 0.010246163109831381, 0.008257331463355524, 0.17105019507086008, 0.007605007087102623, 0.010434969173723154, 0.007185188309854673, 0.009410365881139433, 0.017741427235085667, 0.08478467208450595, 0.007143478748998036, 0.010648570400762893, 0.007391617132430628, 0.006998992961669703, 0.008907743596855412, 0.006476938320831519, 0.04215005962007013, 0.009603731876154853, 0.007132991421003792, 0.02181246443474724, 0.015892865797320112, 0.009394749087314946, 0.008127566598110232, 0.008478616103274954, 0.020532889490602505, 0.012677935156739468, 0.013357596235208808, 0.015643358680589508, 0.009084934711034557, 0.010012156703112564, 0.009519543088384584, 0.011253763956511875, 0.015790510317721926, 0.009215940442418635, 0.009127339195582219, 0.014894115912013742, 0.006770287059823022, 0.01025159811486987, 0.01786713885029329, 0.007215568948155529]"
