doc_name,thread_name,thread_url,dominant_topic,topic_gamma,engine_group,mileage_miles,mileage_confidence,technical_bucket,chronic_score,n_messages,gamma_vector
doc_06691,Insurance quote,https://www.golfgtiforum.co.uk/index.php?topic=289448.0,7,0.026151266075714927,MK7.5,30000.0,high,medium,0,5,"[0.010984752287547092, 0.005541958488561072, 0.012853300233021477, 0.006032563943453003, 0.008277343058943447, 0.01085104397446015, 0.026151266075714927, 0.011914524859518478, 0.006882735306453944, 0.0074240401752746635, 0.007046109030763399, 0.010456691833597874, 0.006285305273735497, 0.010490188963889991, 0.01484628643589937, 0.009916204193602472, 0.008672738456247104, 0.007545997336804053, 0.008776893221387687, 0.006336991777776446, 0.008705742171642087, 0.007090577160927383, 0.034711232948936396, 0.007854972396890638, 0.009523131081708252]"
doc_06692,Disabling Keyless entry 7.5 Gti,https://www.golfgtiforum.co.uk/index.php?topic=289451.0,14,1.0,MK7.5,,none,medium,1,4,"[3.2337694320795397e-308, 3.228221128184325e-308, 2.622615920797361e-308, 3.9073053061843165e-308, 3.935105303241352e-308, 4.912301078117781e-308, 3.1595974995128865e-308, 2.648283204478982e-308, 2.7621465340395165e-308, 2.152575139781495e-308, 2.7364110769213183e-308, 5.210295742369342e-308, 1.8364967723599526e-308, 1.0, 4.742517866279734e-308, 2.9512909971631553e-308, 2.7530074263426523e-308, 7.004156193605339e-308, 7.490946968396639e-308, 2.1541923110299757e-308, 2.610334529423427e-308, 2.142221779921148e-308, 4.492900796332424e-308, 7.1824912943346e-308, 1.4297546985448487e-307]"
doc_06693,"Thinking of selling, what should i ask? GTI TCR",https://www.golfgtiforum.co.uk/index.php?topic=289478.0,3,0.1643374014512738,unknown,17600.0,high,medium,1,2,"[0.06667783864424746, 0.012898194792963983, 0.1643374014512738, 0.0129626327913142, 0.027030422332761348, 0.01687795196704569, 0.02127172621887601, 0.03883186755682581, 0.01369533011354356, 0.01630454474182535, 0.02304754739840918, 0.02283184249072609, 0.013210912841210792, 0.017824353374732035, 0.02397053490311948, 0.031322739706743825, 0.038093997196758524, 0.016099572682716834, 0.01814266091811498, 0.01267927652434905, 0.01721156151127963, 0.01744590535427276, 0.04166289598256469, 0.015791091558907327, 0.019451769006522658]"
doc_06694,Wing mirror glass just fell out!,https://www.golfgtiforum.co.uk/index.php?topic=289454.0,6,0.025520272727864522,MK7.5,,none,low,0,4,"[0.018500714552628143, 0.011401009465061255, 0.012322582940073061, 0.0248813994235682, 0.01510136939365841, 0.025520272727864522, 0.012994516555345115, 0.011830986813537114, 0.0170960040425721, 0.014195653931091031, 0.014789962919504218, 0.08643897283359728, 0.011453808073714402, 0.02745999823568247, 0.04141706009901053, 0.020533260910441407, 0.011900676441995352, 0.023128503595850402, 0.021071227230725166, 0.01334310315550388, 0.018729005898496767, 0.014262042282471764, 0.019787719895415033, 0.017140049973398203, 0.07421358313304553]"
doc_06695,Voice activation,https://www.golfgtiforum.co.uk/index.php?topic=289481.0,2,1.0,MK8,,none,low,0,1,"[2.019301915765029e-308, 1.0, 1.734945324140617e-308, 2.4988645341439865e-308, 2.3981613244603377e-308, 1.8706176012599403e-308, 1.6114179129003997e-308, 1.8706027812682337e-308, 1.561257820866171e-308, 1.306293682351791e-308, 1.8292798731818443e-308, 2.1992169515082595e-308, 1.159603415880319e-308, 3.4997193261424906e-308, 1.910293432241457e-308, 1.743847384732463e-308, 1.9134034700230313e-308, 3.58261319077422e-308, 2.8419198952316565e-308, 1.332027295281076e-308, 1.440146781104945e-308, 1.36073018274695e-308, 2.0072276349046136e-308, 3.1548576755686886e-308, 2.8408638467358536e-308]"
doc_06696,235 vs 225 19' Tyres,https://www.golfgtiforum.co.uk/index.php?topic=289486.0,10,0.648289712583386,MK7.5,,none,low,0,1,"[0.011467051341598929, 0.005127730849412636, 0.008047658518427925, 0.006745496896795862, 0.007430387899794274, 0.008038015361521829, 0.007613191583531853, 0.007391894592400282, 0.010244498218893608, 0.648289712583386, 0.00815272762079473, 0.011519152595801394, 0.05743363555243436, 0.007818619267974827, 0.015632138261027585, 0.016283148355953507, 0.007087018355636202, 0.006900514018026267, 0.007116773211106472, 0.013666686063758836, 0.052350118113676083, 0.02379289804864023, 0.010930099446512654, 0.006462163611287778, 0.009507724006824939]"
doc_06697,Suspension advice coding and alignment,https://www.golfgtiforum.co.uk/index.php?topic=289487.0,22,1.0,unknown,75000.0,high,low,0,1,"[3.3450359616247015e-308, 1.4444687154858307e-308, 2.20984961095247e-308, 1.947768973716132e-308, 2.5962996531616545e-308, 2.5442331983771743e-308, 2.1846547879078277e-308, 1.872660371917394e-308, 3.8936371506454207e-308, 6.710987673773977e-308, 3.0116184330456953e-308, 3.474743680040795e-308, 4.545147945792575e-308, 2.2464788818688954e-308, 4.071843097571682e-308, 4.006552547872889e-308, 2.2704613274904145e-308, 2.1444205095901023e-308, 2.311317613458978e-308, 5.548599998888349e-308, 5.369826204600297e-308, 1.0, 2.934050657890353e-308, 2.0356824741204554e-308, 2.9356973605173705e-308]"
doc_06698,Comfort Door Lights,https://www.golfgtiforum.co.uk/index.php?topic=289471.0,4,1.0,unknown,,none,low,0,1,"[2.20261532964892e-308, 2.7787633012808e-308, 1.6786697940209685e-308, 1.0, 2.2686310697454997e-308, 2.8949327399686857e-308, 1.8096828729659404e-308, 1.6846402766424777e-308, 2.428860472880013e-308, 1.6999065719755756e-308, 2.1514412508711366e-308, 3.7040574019711007e-308, 1.4885707760769214e-308, 3.5328682591163023e-308, 2.731334080255287e-308, 2.106710318207792e-308, 1.7481596775059686e-308, 4.413882476741785e-308, 3.626398064942441e-308, 1.8632640868700803e-308, 1.9863165505880546e-308, 1.7928123904415595e-308, 2.212596642310003e-308, 3.172170662627302e-308, 6.646738620373639e-308]"
doc_06699,Infotainment not working,https://www.golfgtiforum.co.uk/index.php?topic=289499.0,2,1.0,unknown,,none,low,0,2,"[1.980544848825985e-308, 1.0, 1.686142550398712e-308, 2.759894520316061e-308, 2.333226891233414e-308, 1.9364802458110526e-308, 1.607454210397228e-308, 1.795881042343592e-308, 1.5615186266596437e-308, 1.28185617161992e-308, 1.828546398452831e-308, 2.196886934020208e-308, 1.140984663164824e-308, 3.4928671109670783e-308, 1.8798096077443053e-308, 1.695410363661163e-308, 1.865212928314127e-308, 3.7314291813269983e-308, 2.9405070300545146e-308, 1.3047344236370914e-308, 1.4175363275104326e-308, 1.3246276710734976e-308, 1.9556607792602105e-308, 3.173168889227408e-308, 2.90959624404361e-308]"
doc_06700,"Latest tyre test review, suitable for a modern Golf.",https://www.golfgtiforum.co.uk/index.php?topic=289498.0,13,1.0,unknown,,none,low,0,1,"[2.15656168499393e-308, 1.1229877653746687e-308, 1.6539337063635745e-308, 1.444744650037144e-308, 1.5274484128900155e-308, 1.690545746810683e-308, 1.627186727345321e-308, 1.562702562119346e-308, 2.169020032070542e-308, 9.940561389606563e-308, 1.642940202010399e-308, 2.2067535751128827e-308, 1.0, 1.6355078068488664e-308, 2.782198312252217e-308, 2.8105876047389585e-308, 1.465859545332538e-308, 1.450360042006577e-308, 1.486720871459557e-308, 2.898167366879012e-308, 6.898506707654923e-308, 3.987325591937927e-308, 2.1513867376366715e-308, 1.375175916815674e-308, 1.8953944369566023e-308]"
doc_06701,Seat covers,https://www.golfgtiforum.co.uk/index.php?topic=289500.0,7,0.011677564099227374,unknown,,none,low,0,1,"[0.039040600912210434, 0.010876458504811438, 0.017594134519582395, 0.015444279669116894, 0.01725320102397453, 0.016463884250212103, 0.011677564099227374, 0.015365284857677136, 0.012500457052086708, 0.019035093078061834, 0.022132468728577104, 0.04561247890844389, 0.013965354334035385, 0.01695725246976143, 0.03533457298087477, 0.0497931417431843, 0.016533143311701522, 0.01613062511132873, 0.015548235131272962, 0.01154074522337129, 0.02105972466863471, 0.01895365220943813, 0.0206887744003913, 0.013561284280077402, 0.02743392425872147]"
doc_06702,Headlights flickering,https://www.golfgtiforum.co.uk/index.php?topic=289504.0,4,0.5633520893122119,unknown,,none,medium,1,3,"[0.009131961232531212, 0.011532061245793363, 0.007007682623543729, 0.5633520893122119, 0.009934766075265312, 0.013359638463428325, 0.007896426095235786, 0.006963979799022502, 0.010888260111691727, 0.007090675321820717, 0.009096546749285119, 0.015671618766466226, 0.0062299394310902185, 0.015709275779901482, 0.011477263775750958, 0.008657851848282279, 0.0074223308045505065, 0.020368414854102814, 0.016799595750592096, 0.008102632289860965, 0.00832707884295594, 0.007568071449347521, 0.00939596739576185, 0.014404788136435653, 0.030891674694401187]"
doc_06703,Anyone called Gary?,https://www.golfgtiforum.co.uk/index.php?topic=289502.0,12,1.0,MK6,3000.0,high,low,0,2,"[5.813453598504327e-308, 2.2508960176706133e-308, 3.3434456386211524e-308, 3.6298391737242894e-308, 3.1102583051514333e-308, 4.42121993447298e-308, 2.9806598257100705e-308, 3.1584355798257617e-308, 2.8759128259449027e-308, 3.4048205899581443e-308, 3.299181685076313e-308, 1.0, 2.5823106827175694e-308, 4.969973701615445e-308, 1.6347533639050123e-307, 6.66567354076657e-308, 2.848840298882993e-308, 3.830474627390087e-308, 3.678500699291557e-308, 2.460706863220748e-308, 4.545704190997287e-308, 3.1313278632958433e-308, 5.756286405237417e-308, 3.1217813733393424e-308, 9.04125429267311e-308]"
doc_06704,Front badge,https://www.golfgtiforum.co.uk/index.php?topic=289501.0,18,1.0,unknown,,none,low,0,1,"[3.0916533293791453e-308, 3.432891520968482e-308, 2.193102824084823e-308, 5.051233369392673e-308, 4.701771179446135e-308, 4.443830490916724e-308, 2.478359054336548e-308, 2.059100342706524e-308, 3.079803522190807e-308, 1.8453520656631056e-308, 3.1921200883973653e-308, 4.768253087520205e-308, 1.5826031129690007e-308, 7.310240647739085e-308, 3.2556257168242453e-308, 2.496240899313157e-308, 2.7261415698109405e-308, 1.0, 2.0686593687238976e-307, 2.121822885588893e-308, 2.157656726004142e-308, 2.0346452650401155e-308, 3.051029227729038e-308, 1.1109883373942797e-307, 1.158976578236761e-307]"
doc_06705,Odd A/C problem,https://www.golfgtiforum.co.uk/index.php?topic=289511.0,6,1.0,MK7,,none,high,1,5,"[2.8261984554771537e-308, 1.955793808583045e-308, 2.2693086067726073e-308, 3.19305855874933e-308, 3.5609384211574973e-308, 1.0, 3.957840606789355e-308, 2.0167063259155165e-308, 4.3993662834639505e-308, 2.148376160019553e-308, 2.750032923287072e-308, 4.753140907253306e-308, 1.867586258262803e-308, 4.3907984061252556e-308, 4.40163548486097e-308, 2.6604593446449116e-308, 2.469979968700658e-308, 4.140575744580466e-308, 5.299818554818126e-308, 2.700690901086387e-308, 2.6310004973851917e-308, 2.355196035787371e-308, 3.601076277826656e-308, 3.9176872260194367e-308, 7.132133916633323e-308]"
doc_06706,Space saver on the front of performance pack,https://www.golfgtiforum.co.uk/index.php?topic=289521.0,10,0.1956846973063632,MK7.5,,none,high,1,4,"[0.020398557474669662, 0.00927070138142582, 0.014135933137114188, 0.012419482137723389, 0.014223183100091253, 0.015116055737786314, 0.013685103602184206, 0.012650758092353862, 0.0214852374718375, 0.1956846973063632, 0.01587715274521818, 0.02064665565448542, 0.0714970151593738, 0.014147809523969667, 0.026947106170860182, 0.027287415240749225, 0.013181043619713331, 0.012873763687837948, 0.013405252922559225, 0.03060048710515323, 0.06567918926133132, 0.06903603259509739, 0.018951411234317248, 0.01204450056016689, 0.01761180773226881]"
doc_06707,"2019 TCR  Tornado Red. DCC. Dynaudio Pro, Black Roof, Heated front screen, 17000",https://www.golfgtiforum.co.uk/index.php?topic=289525.0,21,1.0,unknown,,none,low,0,1,"[3.5055938474712586e-308, 1.478010905537244e-308, 2.3342476385543846e-308, 2.0775947633117333e-308, 2.0852215305923906e-308, 2.6167159900675023e-308, 2.3372658118301326e-308, 2.1699526659829444e-308, 2.9070152593254036e-308, 1.5219140997515372e-307, 2.30392973342663e-308, 4.2016408925457255e-308, 7.531030080789722e-308, 2.556369236036337e-308, 6.76930668908766e-308, 5.394422173560996e-308, 1.9998802020378156e-308, 2.132433318488647e-308, 2.19125407315341e-308, 3.57829671639453e-308, 1.0, 5.106063886526095e-308, 3.7633061298693516e-308, 1.967174337841635e-308, 3.208669341908237e-308]"
doc_06708,HELP :) mk7 pano roof won't close,https://www.golfgtiforum.co.uk/index.php?topic=289533.0,25,1.0,MK7,,none,low,0,3,"[4.3420268399765696e-308, 3.336499858601466e-308, 3.15905094933306e-308, 6.265637943256785e-308, 5.159645417939659e-308, 8.955220758192313e-308, 3.592313525287253e-308, 2.982153397422582e-308, 3.9319303228009273e-308, 2.897856640388993e-308, 3.949317839718681e-308, 1.0963504550500597e-307, 2.428592745563157e-308, 1.2591828682358885e-307, 6.834231686437542e-308, 4.1252468501314486e-308, 3.418977357682413e-308, 1.1057337017685558e-307, 1.056690165508802e-307, 2.692686856992736e-308, 3.6104731275871557e-308, 2.9302280401288414e-308, 5.202432566193187e-308, 7.311103167469304e-308, 1.0]"
doc_06709,Using a pressurised brake bleeder,https://www.golfgtiforum.co.uk/index.php?topic=289544.0,7,0.12166181977577865,unknown,,none,low,0,4,"[0.012996176143685494, 0.007448943510786622, 0.012284249779268133, 0.008848876270798053, 0.01345457197463352, 0.02713576326272777, 0.12166181977577865, 0.010377791953530998, 0.011691288655774628, 0.00872593642877055, 0.010383493981330729, 0.012947299195422753, 0.007597581329268669, 0.01438716034186922, 0.015830915318025898, 0.01065088378349825, 0.01209406072441457, 0.011997320613037704, 0.01564245904562197, 0.009481326154912767, 0.010227330509804271, 0.00930180195844242, 0.02153030092023067, 0.012713666998865185, 0.01534482340895325]"
doc_06710,GTI Caliper Decals,https://www.golfgtiforum.co.uk/index.php?topic=289524.0,20,0.0057287398951066425,MK7,,none,low,0,5,"[0.009907374897675238, 0.0038197067127000925, 0.005692981885427922, 0.005863460472949911, 0.005542890736403598, 0.007188209666498615, 0.0053641162618804795, 0.005281914244799413, 0.005636869006830174, 0.010980127468724551, 0.006130772091226407, 0.01803226584091705, 0.007447592087556064, 0.007748428987165281, 0.040707850785679955, 0.014962144813911678, 0.005065543162230164, 0.006223090566510034, 0.006201365341061384, 0.0057287398951066425, 0.018717308601136778, 0.008907498169085376, 0.010079155998409585, 0.005467874157719302, 0.011574002545330747]"
doc_06711,Camshaft sensor fault codes Golf MK7 GTI PP,https://www.golfgtiforum.co.uk/index.php?topic=289510.0,19,1.0,MK7,,none,high,0,10,"[3.37281925659683e-308, 2.761040459201446e-308, 2.414955454861351e-308, 3.7369183388840084e-308, 7.034869527227624e-308, 6.285468882594494e-308, 3.104292327564943e-308, 2.1352905996347937e-308, 3.526098309939018e-308, 1.9220131609864217e-308, 3.611193653933002e-308, 4.682516168658469e-308, 1.6440725319516565e-308, 6.314532969059522e-308, 3.4782467474263913e-308, 2.585163974438778e-308, 3.2598590498268396e-308, 1.4675409235379423e-307, 1.0, 2.2921731174365547e-308, 2.248790483838867e-308, 2.1816796692997364e-308, 3.4836100924662564e-308, 1.1828793729398445e-307, 7.937051526582837e-308]"
doc_06712,Is anyone using a solution for wireless Android Auto? Which one?,https://www.golfgtiforum.co.uk/index.php?topic=289488.0,2,0.5013784515858803,unknown,,none,medium,1,10,"[0.020918840329478473, 0.5013784515858803, 0.018530039162372378, 0.025311114430406186, 0.023287924829771416, 0.018692826269647172, 0.016653636486459813, 0.02057414634959883, 0.015880206635971277, 0.014070200621160654, 0.01851067918649317, 0.02252971003471973, 0.012542132819055779, 0.032831681632608536, 0.020075751059972082, 0.0186816353358994, 0.019413172284098047, 0.032271586851342265, 0.026629045526211776, 0.01389193581518755, 0.015417219580634998, 0.01436644789880744, 0.021099836853064727, 0.028934599471515717, 0.02750717894964223]"
doc_06713,"Insurance renewal, how much!",https://www.golfgtiforum.co.uk/index.php?topic=289483.0,7,0.026358438132719795,unknown,,none,medium,1,11,"[0.01093861354874366, 0.005529649816459884, 0.012757734018003305, 0.0060396944860493015, 0.008245373777999578, 0.010893654519502723, 0.026358438132719795, 0.01183421634748234, 0.006899194057741334, 0.007442212129454344, 0.007036719937658614, 0.010473126453518139, 0.0063022784660416884, 0.010485089039649223, 0.014893233917747, 0.009910457180299558, 0.008630990334788258, 0.007542956621804964, 0.008770507558507714, 0.006351842505904845, 0.00873787617416826, 0.007097913120544617, 0.0346179322181482, 0.007844878789131525, 0.009538007534688048]"
doc_06714,Stop start not working.,https://www.golfgtiforum.co.uk/index.php?topic=289554.0,24,1.0,unknown,,none,low,0,6,"[3.341103769033472e-308, 3.7086421186942746e-308, 2.5460244550717074e-308, 4.2423773075199074e-308, 6.407968914989436e-308, 5.16986467182044e-308, 3.0108450287562637e-308, 2.3817537539163686e-308, 2.9367253806683926e-308, 2.0341400829949544e-308, 3.3897144706779684e-308, 4.387313694394476e-308, 1.763398815275208e-308, 1.183373971739038e-307, 3.52814929256218e-308, 2.678685758902841e-308, 3.337462612033529e-308, 1.666560956891481e-307, 2.1073595014939497e-307, 2.113652133726374e-308, 2.3537805264188524e-308, 2.152664469922815e-308, 3.5629921759352425e-308, 1.0, 8.953155671780975e-308]"
doc_06715,Stiff Dipstick,https://www.golfgtiforum.co.uk/index.php?topic=289558.0,25,1.0,MK7.5,,none,high,1,5,"[4.596635524786712e-308, 3.088376830150633e-308, 3.2938050418062023e-308, 5.588956368991967e-308, 5.426313923429913e-308, 1.089869236048408e-307, 3.8748222819974137e-308, 3.0206960710408773e-308, 4.3539206129672013e-308, 3.0404258354748984e-308, 4.2149957041072594e-308, 1.2385742131812315e-307, 2.5251843130020116e-308, 1.0425867404834755e-307, 7.498465819408307e-308, 4.350147321855724e-308, 3.579805335184605e-308, 9.413500349208122e-308, 1.0017523105522911e-307, 2.865521244421861e-308, 3.825979886924318e-308, 3.13455246895691e-308, 5.536925934975485e-308, 6.790128694534917e-308, 1.0]"
doc_06716,key fobs intermittant working and not working,https://www.golfgtiforum.co.uk/index.php?topic=289564.0,14,1.0,unknown,,none,medium,1,3,"[2.883023012526662e-308, 3.4130631743923895e-308, 2.3847842199474513e-308, 3.872601290318794e-308, 3.7968008505298085e-308, 4.574076099229851e-308, 2.9243575605586647e-308, 2.414962293375913e-308, 2.628491352034498e-308, 1.9662473053030646e-308, 2.5525701750329923e-308, 4.310301159163353e-308, 1.7058803489428226e-308, 1.0, 3.895502214373269e-308, 2.5983720152463826e-308, 2.588995533665478e-308, 6.979947631271229e-308, 7.534690343202154e-308, 2.039720846567785e-308, 2.343773444931401e-308, 1.972006686252276e-308, 3.776735879282904e-308, 8.135207788947249e-308, 1.166296748901371e-307]"
doc_06717,Has anyone changed the water pump and thermostat housing themselves?,https://www.golfgtiforum.co.uk/index.php?topic=289561.0,6,1.0,MK7,46000.0,high,high,1,5,"[2.8990439870155724e-308, 1.9651854086860874e-308, 2.366632616611502e-308, 2.904737452429911e-308, 3.759720786646029e-308, 1.0, 4.711832521073595e-308, 2.083224074475324e-308, 3.8554925171122646e-308, 2.066891769736059e-308, 2.7310210588779915e-308, 4.342282429798021e-308, 1.799427143601794e-308, 4.406647413117753e-308, 4.2688849455040267e-308, 2.614707432637674e-308, 2.6038475313341804e-308, 4.0932014309239257e-308, 5.520475770026224e-308, 2.5145394069641524e-308, 2.4992368866192926e-308, 2.2471539035774535e-308, 3.8268992101294793e-308, 4.049811085619265e-308, 6.365168997998719e-308]"
doc_06718,Creaking front right end driving me crazy!,https://www.golfgtiforum.co.uk/index.php?topic=289578.0,9,1.0,unknown,90000.0,high,high,1,6,"[2.3293000578062793e-308, 1.4717605534446025e-308, 1.721560226553106e-308, 2.295249302441711e-308, 2.721557539416508e-308, 3.763929186131758e-308, 2.1724988934229874e-308, 1.498496339417603e-308, 1.0, 2.5750469641405317e-308, 2.858068817250461e-308, 3.39744561429513e-308, 2.2436211033390054e-308, 2.5044171504359723e-308, 3.130573208447163e-308, 2.4126600817008714e-308, 2.005369464770495e-308, 2.6589850090806814e-308, 2.9710771481740835e-308, 8.52339806659804e-308, 2.94933726397237e-308, 3.8856232152113506e-308, 2.3942716392831284e-308, 2.5407199432500066e-308, 3.4229751061861224e-308]"
doc_06719,Pagid Discs and Pads?,https://www.golfgtiforum.co.uk/index.php?topic=289571.0,20,1.0,unknown,,none,low,0,2,"[2.1598551868565913e-308, 1.3035336075768647e-308, 1.606719603180874e-308, 1.827720411830159e-308, 2.126244966208437e-308, 2.6322344270402297e-308, 1.9336753089054307e-308, 1.429767876058015e-308, 8.726900385381086e-308, 3.1921408061597967e-308, 2.259262950212863e-308, 2.674210782438035e-308, 2.8707259980986823e-308, 2.1077857853756734e-308, 2.843202999468757e-308, 2.376172072169584e-308, 1.7494535923589286e-308, 2.037492440907816e-308, 2.204179077322957e-308, 1.0, 3.350573588320311e-308, 4.971822879278255e-308, 2.2252071400538423e-308, 1.9988055191667004e-308, 2.5552210561402404e-308]"
doc_06720,Mk7.5 GTI - Wheels and Tyres Advice,https://www.golfgtiforum.co.uk/index.php?topic=289542.0,10,0.7205774285525588,MK7.5,1000.0,high,high,2,8,"[0.007622674372299868, 0.003403346372353317, 0.00536636723629246, 0.004473387652637596, 0.004967233338360886, 0.0053846420714931615, 0.005112600631040363, 0.004913279618425799, 0.0068915576034623005, 0.7205774285525588, 0.005437841039294162, 0.007638097921019354, 0.03890597113922908, 0.005208313215947985, 0.010378337802675133, 0.010740054050717764, 0.004733766128924567, 0.004594587994500839, 0.004754089419733592, 0.009249263278026196, 0.034882384487412633, 0.01619093827513503, 0.007320722253337786, 0.004310754357554827, 0.006323199436647327]"
doc_06721,Delamination of centre console,https://www.golfgtiforum.co.uk/index.php?topic=289576.0,6,0.030035910586804,MK7.5,,none,medium,1,3,"[0.018415684775015997, 0.011600287918396311, 0.012826658926039413, 0.025488703683209945, 0.015621350711949278, 0.030035910586804, 0.01438038321181876, 0.012255609844720398, 0.018141378888457366, 0.014367120346055137, 0.014963543519017056, 0.07021943656342501, 0.011713095928314664, 0.02889054655603236, 0.04210424551725126, 0.02022873733075869, 0.012260547944955461, 0.0238324946421224, 0.022401198171904994, 0.013773495575095185, 0.019040580361259943, 0.014370732396896001, 0.021147723740690492, 0.017894469872627897, 0.07353954751143328]"
doc_06722,Helix Sub / DSP / Wiring loom,https://www.golfgtiforum.co.uk/index.php?topic=289595.0,1,0.02402317560596169,unknown,,none,low,0,2,"[0.02402317560596169, 0.010299043870544181, 0.011615007838331392, 0.010156228211421703, 0.016307567871487922, 0.009013685337191714, 0.007878773780054037, 0.010169626925521655, 0.007673158512090467, 0.007546525109093002, 0.01677526501628997, 0.016241175357768055, 0.006165533137332344, 0.011470088926430637, 0.011466043601173814, 0.013815233388043595, 0.014219022239956535, 0.013697787380349151, 0.012182776383925075, 0.006413093240020508, 0.008209896914635674, 0.008727278706424573, 0.011856424754355388, 0.011431249360692704, 0.014187400902002871]"
doc_06723,Autohold v Handbake,https://www.golfgtiforum.co.uk/index.php?topic=289572.0,24,1.0,unknown,28000.0,high,high,0,10,"[3.138553745800392e-308, 3.6471145556599144e-308, 2.323719617773289e-308, 4.062903967044963e-308, 6.438430547957731e-308, 4.3206533713467697e-308, 2.5897465743431817e-308, 2.156560285742185e-308, 2.917479486261572e-308, 1.9407311501761955e-308, 3.456837916089087e-308, 3.937893203582541e-308, 1.69540045079915e-308, 7.584439315126294e-308, 3.0673443196685677e-308, 2.4988821155128876e-308, 3.2170718730580507e-308, 1.4826817634726064e-307, 1.4342552106507946e-307, 2.096021443757591e-308, 2.207361123788121e-308, 2.110078390733883e-308, 3.025775209023778e-308, 1.0, 6.640821611473311e-308]"
doc_06724,GTI MK7 plastic sump - anyone got a steel sumpguard?,https://www.golfgtiforum.co.uk/index.php?topic=289601.0,6,0.16997888179434334,MK7,,none,low,0,2,"[0.018776957620693584, 0.011147269830800154, 0.015209992930696754, 0.01551680484241468, 0.02281553857757181, 0.16997888179434334, 0.033052795473417024, 0.013048807269748185, 0.020424767829852173, 0.012353156468775169, 0.016484133068387925, 0.026415464429799043, 0.010566118223625364, 0.026011528427848433, 0.02788546509007077, 0.016396665533620413, 0.016372672100298802, 0.022602657374489993, 0.03217769568608356, 0.014069106781333662, 0.015033835259466147, 0.013328872410003, 0.026789045407040687, 0.02283992457878082, 0.03680217723826172]"
doc_06725,5w40 oil as engines get older,https://www.golfgtiforum.co.uk/index.php?topic=289604.0,7,0.06953932815626199,MK6,10000.0,high,medium,1,4,"[0.013050211328388758, 0.008018778376705104, 0.012029908527506867, 0.009572693706214422, 0.01468055705424553, 0.03221574901057392, 0.06953932815626199, 0.01026284044901766, 0.01273143740927467, 0.008815702923284189, 0.010948653877767259, 0.013299474842350114, 0.007740759673517223, 0.015141224511388988, 0.015438652060013141, 0.010615112856485065, 0.012660905502303896, 0.013234786720501112, 0.0174352402668251, 0.01003318753237305, 0.010281984653446992, 0.009525558910733945, 0.01946296617822824, 0.014068011876511067, 0.016465603457712447]"
doc_06726,Powerflex Dogbone Mount Insert,https://www.golfgtiforum.co.uk/index.php?topic=289605.0,9,0.017381739969426054,Golf_R,25000.0,high,high,1,8,"[0.01510043241377963, 0.006257417380007514, 0.009123999001168658, 0.00883550305927606, 0.01212939413957496, 0.011600953389937448, 0.008946813787084083, 0.007609977495750658, 0.017381739969426054, 0.017465955234825154, 0.015365194590402838, 0.01820473367019866, 0.012780450539177344, 0.010125465610369514, 0.018269985981802343, 0.016868180799075774, 0.010061670591527377, 0.01013409311480529, 0.010961587018038066, 0.01779924207672691, 0.018272594923077715, 0.04589275646139557, 0.012262280199160239, 0.009452652457973245, 0.014677583847813605]"
doc_06727,What keys come as standard with a late 2019 GTI?,https://www.golfgtiforum.co.uk/index.php?topic=289614.0,14,1.0,MK7.5,,none,low,0,3,"[3.391426208725667e-308, 3.13208384113208e-308, 2.708067009345625e-308, 3.9875811802459544e-308, 3.890415091447221e-308, 4.991530992589647e-308, 3.2048456170386385e-308, 2.73599328119673e-308, 2.8194220925741373e-308, 2.2541454674604075e-308, 2.8014909114622696e-308, 5.804772428662259e-308, 1.906988327084639e-308, 1.0, 5.263562304976636e-308, 3.1400613906277767e-308, 2.777597197271196e-308, 6.850854063390137e-308, 7.108876810268063e-308, 2.209232562004239e-308, 2.762628562526843e-308, 2.228948062713672e-308, 4.811206492351236e-308, 6.473549353439334e-308, 1.4507053544076688e-307]"
doc_06728,Wheel alignment,https://www.golfgtiforum.co.uk/index.php?topic=289620.0,23,1.0,unknown,,none,low,0,2,"[6.985362106202954e-308, 2.1868883180930545e-308, 6.226930908240532e-308, 2.6382578731364494e-308, 3.9592683614229155e-308, 4.51427312349435e-308, 6.027444795687059e-308, 5.125110684054349e-308, 2.488432412739235e-308, 3.507106381377734e-308, 3.347309237434697e-308, 6.262621020312886e-308, 2.762013757645102e-308, 4.690086716308507e-308, 1.0598661076123336e-307, 6.00095518405519e-308, 4.068155486317414e-308, 3.3054354780473287e-308, 3.7814635839179794e-308, 2.2832509859583995e-308, 4.3178966333583704e-308, 3.107730711712539e-308, 1.0, 3.232623015980652e-308, 4.882483049511968e-308]"
doc_06729,Help identify this type of MK7,https://www.golfgtiforum.co.uk/index.php?topic=289559.0,1,1.0,MK7.5,,none,high,1,16,"[1.0, 2.1876464753375557e-308, 6.615009480358898e-308, 2.351945225493082e-308, 6.536229846182363e-308, 2.939930311815058e-308, 2.8605927558313917e-308, 4.160224346843494e-308, 2.3251583527974036e-308, 2.426757079258407e-308, 5.909237963800777e-308, 4.842948688017573e-308, 1.933863433487105e-308, 3.1889037951235306e-308, 3.992948311999854e-308, 5.097119899523895e-308, 7.73898484354945e-308, 3.167427664069769e-308, 3.6207616877678066e-308, 1.9553005778497543e-308, 2.635917841050397e-308, 2.7984495974450127e-308, 5.243853880974471e-308, 2.970602465931068e-308, 3.944268555842066e-308]"
